level,design,drug,model,term,n,spearman_rho_log,estimate,ci_low,ci_high,p,se_log_irr_10pct,elasticity,years
utla,within-area FE,jak_inhibitor_rheum,"concurrent (t), elective catchments",t,906,,0.9933236057516874,0.9873243568912795,0.9993593076648717,0.03020745597537847,0.0030907568367377486,-0.07028400407940262,2019-2024
utla,within-area FE,rituximab,concurrent (t),t,906,,0.9915637381069233,0.9779664355085345,1.0053500928355685,0.2291351264315984,0.007044836986793391,-0.08888923072490533,2019-2024
utla,within-area FE,rituximab,lag (t-1),t-1,755,,0.9978912703105685,0.9844537085594045,1.0115122516214805,0.7602283482631811,0.006917064322699766,-0.0221482762368808,2020-2024
utla,within-area FE,rituximab,lead (t+1),t+1,755,,1.0012691214262244,0.9870772334773916,1.015665055904266,0.8617555135950218,0.007283320737484621,0.013307254009606275,2019-2023
utla,within-area FE,rituximab,lag and lead jointly,t-1,604,,1.00689030905414,0.9911626958241997,1.0228674855686477,0.3926144212353436,0.008032277601541309,0.07204560279558503,2020-2023
utla,within-area FE,rituximab,lag and lead jointly,t+1,604,,1.0064876134778196,0.9893712483098559,1.0239000959597475,0.4599387524812222,0.008751173380727997,0.06784857090315327,2020-2023
utla,within-area FE,rituximab,"lag (t-1), clustered by principal trust",t-1,755,,0.9978912703105685,0.9865997464368511,1.0093120244135163,0.7161734118950618,0.005806066836266568,-0.0221482762368808,2020-2024
utla,within-area FE,rituximab,"concurrent (t), clustered by principal trust",t,906,,0.9915637381069233,0.9789835200887161,1.0043056155219825,0.19343279223261645,0.006514500736330251,-0.08888923072490533,2019-2024
utla,within-area FE,rituximab,"lag (t-1), excluding outcome years 2020-21",t-1,453,,0.986368543277288,0.9587891621351687,1.0147412398783433,0.3428203064101747,0.014468807135042167,-0.1440057935184557,2022-2024
utla,within-area FE,rituximab,"lag (t-1), elective catchments",t-1,755,,0.9988637480826478,0.9847740349720064,1.0131550506021183,0.8753585259924894,0.0072480470951405,-0.011928399918101087,2020-2024
utla,within-area FE,rituximab,"concurrent (t), elective catchments",t,906,,0.992343970563648,0.9785463805157218,1.006336107845023,0.2819966836979888,0.00714367672582034,-0.08063658357611342,2019-2024
utla,within-area FE,transplant_cni_mtor,concurrent (t),t,906,,0.9941926622814116,0.9847407850968256,1.0037352617998996,0.232077162216496,0.004873759646501275,-0.061108539364794115,2019-2024
utla,within-area FE,transplant_cni_mtor,lag (t-1),t-1,755,,1.0078511161787607,0.9959125854966151,1.0199327603398645,0.19833177072574015,0.006079718036393245,0.08205268894232964,2020-2024
utla,within-area FE,transplant_cni_mtor,lead (t+1),t+1,755,,0.9903944303483156,0.9770443793255328,1.003926892596302,0.16332507797708673,0.00692408325785989,-0.10126935785924454,2019-2023
utla,within-area FE,transplant_cni_mtor,lag and lead jointly,t-1,604,,1.0081149059677506,0.9930339702689741,1.023424871718227,0.2932657693872064,0.007690083139259404,0.08479846732606369,2020-2023
utla,within-area FE,transplant_cni_mtor,lag and lead jointly,t+1,604,,0.9852844658653503,0.966389265550868,1.0045491121242895,0.13346395541903613,0.00987942747894865,-0.1555435285266284,2020-2023
utla,within-area FE,transplant_cni_mtor,"lag (t-1), clustered by principal trust",t-1,755,,1.0078511161787607,0.9958144135166227,1.020033310017779,0.20203863556305146,0.006130013829902543,0.08205268894232964,2020-2024
utla,within-area FE,transplant_cni_mtor,"concurrent (t), clustered by principal trust",t,906,,0.9941926622814116,0.9849408768351946,1.0035313519631577,0.22208816347646343,0.0047701006401338255,-0.061108539364794115,2019-2024
utla,within-area FE,transplant_cni_mtor,"lag (t-1), excluding outcome years 2020-21",t-1,453,,1.0121746123614543,0.9894942567361212,1.035374828034271,0.2952908782391874,0.01156245714551444,0.12696542872574298,2022-2024
utla,within-area FE,transplant_cni_mtor,"lag (t-1), elective catchments",t-1,755,,1.007670290720956,0.9957117253370834,1.01977247928652,0.2096745103142278,0.006091081269221572,0.08017006808399194,2020-2024
utla,within-area FE,transplant_cni_mtor,"concurrent (t), elective catchments",t,906,,0.9940634905070412,0.9845984038285288,1.0036195664309997,0.2225358109890413,0.004881240908400985,-0.06247182229736441,2019-2024
utla,within-area FE,antiproliferative,concurrent (t),t,906,,0.9927204358191846,0.9777312880971795,1.0079393752561192,0.3465850859570738,0.007762353952047145,-0.07665696902108224,2019-2024
utla,within-area FE,antiproliferative,lag (t-1),t-1,755,,0.9960908191322415,0.9784976494972922,1.0140003100357837,0.6666084522233854,0.009091863577029596,-0.04109573284683812,2020-2024
utla,within-area FE,antiproliferative,lead (t+1),t+1,755,,0.9910606546148981,0.9760048166802172,1.0063487437147796,0.25026626774031957,0.007810314488263596,-0.094213871797195,2019-2023
utla,within-area FE,antiproliferative,lag and lead jointly,t-1,604,,0.9918412813713093,0.9702791136667587,1.013882617461091,0.4650627661651544,0.011213938628274335,-0.08595286603025104,2020-2023
utla,within-area FE,antiproliferative,lag and lead jointly,t+1,604,,0.9928261504179179,0.9735749171889163,1.0124580528427811,0.47110846230426906,0.00999020164362099,-0.07553973129647126,2020-2023
utla,within-area FE,antiproliferative,"lag (t-1), clustered by principal trust",t-1,755,,0.9960908191322415,0.9790039262582722,1.0134759354354084,0.6572693448346061,0.008827951170678165,-0.04109573284683812,2020-2024
utla,within-area FE,antiproliferative,"concurrent (t), clustered by principal trust",t,906,,0.9927204358191846,0.9776628259928444,1.0080099575149897,0.3487989182650968,0.0077980804021080576,-0.07665696902108224,2019-2024
utla,within-area FE,antiproliferative,"lag (t-1), excluding outcome years 2020-21",t-1,453,,1.0040905578224546,0.9732134908483824,1.0359472590431609,0.7978215256633561,0.015935724513049886,0.04283083134170693,2022-2024
utla,within-area FE,antiproliferative,"lag (t-1), elective catchments",t-1,755,,0.9963543595658961,0.9784296429662299,1.0146074548767838,0.6933452522689982,0.009262293725392137,-0.038320166681147044,2020-2024
utla,within-area FE,antiproliferative,"concurrent (t), elective catchments",t,906,,0.9934868134608247,0.9782629902519785,1.008947551277914,0.40688546989282437,0.007878698478155663,-0.06856025142562798,2019-2024
utla,within-area FE,systemic_glucocorticoid,concurrent (t),t,906,,1.0086279334214217,0.985940379313143,1.0318375526790904,0.45922057154615015,0.0116073055893301,0.09013649472655116,2019-2024
utla,within-area FE,systemic_glucocorticoid,lag (t-1),t-1,755,,1.0235382546493454,1.0011951747458987,1.0463799518375776,0.03882157759726161,0.011260735017219132,0.24410300950692015,2020-2024
utla,within-area FE,systemic_glucocorticoid,lead (t+1),t+1,755,,1.0035704308530784,0.9745148915381717,1.0334922723376192,0.8120593484208206,0.014989566805371309,0.037394452550275056,2019-2023
utla,within-area FE,systemic_glucocorticoid,lag and lead jointly,t-1,604,,1.0202223303877151,0.9923805708551161,1.0488452051463035,0.15613348696158044,0.01411692847227339,0.21005704273573625,2020-2023
utla,within-area FE,systemic_glucocorticoid,lag and lead jointly,t+1,604,,0.9909468265425513,0.9534656920613761,1.0299013600706903,0.643867548770013,0.019672159791007476,-0.09541900429844707,2020-2023
utla,within-area FE,systemic_glucocorticoid,"lag (t-1), clustered by principal trust",t-1,755,,1.0235382546493454,0.9985637817781147,1.0491373489083913,0.06489748014989345,0.012603445050371852,0.24410300950692015,2020-2024
utla,within-area FE,systemic_glucocorticoid,"concurrent (t), clustered by principal trust",t,906,,1.0086279334214217,0.9846125983179609,1.0332290180075892,0.4847140617883503,0.012294868312555822,0.09013649472655116,2019-2024
utla,within-area FE,systemic_glucocorticoid,"lag (t-1), excluding outcome years 2020-21",t-1,453,,1.0177543244026668,0.9692131319792224,1.0687266099305537,0.4802969724452435,0.02493331541281028,0.1846450967910194,2022-2024
utla,within-area FE,systemic_glucocorticoid,"lag (t-1), elective catchments",t-1,755,,1.0250541090705179,1.0027917035681428,1.0478107495141957,0.02718517089956719,0.011202850271983063,0.2596301946440257,2020-2024
utla,within-area FE,systemic_glucocorticoid,"concurrent (t), elective catchments",t,906,,1.0102656564821517,0.987486437102931,1.033570344177726,0.3800725832833318,0.011635632330754646,0.10715877893375897,2019-2024
utla,within-area FE,systemic_glucocorticoid_oral,concurrent (t),t,906,,0.9973410506153142,0.979253453462631,1.0157627402030058,0.7755466393394292,0.00933790261867523,-0.02793500835753207,2019-2024
utla,within-area FE,systemic_glucocorticoid_oral,lag (t-1),t-1,755,,1.0110788136875504,0.990650516552963,1.031928364651663,0.29005869225341996,0.010413957848612914,0.11560038174530837,2020-2024
utla,within-area FE,systemic_glucocorticoid_oral,lead (t+1),t+1,755,,0.9927756746270706,0.9678780351928725,1.018313779519576,0.5758063407144669,0.012958494473310688,-0.07607316650315774,2019-2023
utla,within-area FE,systemic_glucocorticoid_oral,lag and lead jointly,t-1,604,,1.0048313080551785,0.9817787492113483,1.028425150227534,0.683991886010079,0.011841314824400607,0.0505683102338258,2020-2023
utla,within-area FE,systemic_glucocorticoid_oral,lag and lead jointly,t+1,604,,0.9829243675683873,0.9441299332162818,1.023312870791472,0.4018580773124295,0.02054509131407957,-0.18070579920347563,2020-2023
utla,within-area FE,systemic_glucocorticoid_oral,"lag (t-1), clustered by principal trust",t-1,755,,1.0110788136875504,0.9896217911003916,1.033001068368875,0.31405605561368555,0.010944046533857749,0.11560038174530837,2020-2024
utla,within-area FE,systemic_glucocorticoid_oral,"concurrent (t), clustered by principal trust",t,906,,0.9973410506153142,0.9788921368773807,1.016137666010343,0.779867493808908,0.009526188106289532,-0.02793500835753207,2019-2024
utla,within-area FE,systemic_glucocorticoid_oral,"lag (t-1), excluding outcome years 2020-21",t-1,453,,1.0138480507698346,0.9654851161109022,1.0646335742494482,0.5812917024725877,0.024937569179897836,0.14429773038511876,2022-2024
utla,within-area FE,systemic_glucocorticoid_oral,"lag (t-1), elective catchments",t-1,755,,1.0128907659960347,0.9923034030633592,1.033905255865102,0.22150572107309474,0.010476916257258455,0.13438635089117534,2020-2024
utla,within-area FE,systemic_glucocorticoid_oral,"concurrent (t), elective catchments",t,906,,0.998796724739412,0.9804124292182839,1.0175257551004253,0.8989216565565771,0.00947854588254833,-0.012632436325165919,2019-2024
utla,within-area FE,glucocorticoid_dexamethasone_hydrocortisone,concurrent (t),t,906,,1.0051203553354255,0.9770306543993562,1.0340176371750467,0.7239650130338173,0.01446150116150966,0.053585995787052365,2019-2024
utla,within-area FE,glucocorticoid_dexamethasone_hydrocortisone,lag (t-1),t-1,755,,1.0075663825026901,0.9802758621572784,1.035616660921798,0.5905453679589392,0.014009773438793042,0.0790880997578052,2020-2024
utla,within-area FE,glucocorticoid_dexamethasone_hydrocortisone,lead (t+1),t+1,755,,0.998466045520333,0.9647635972474229,1.033345834048233,0.930172998174573,0.017518904289905497,-0.016106697054998176,2019-2023
utla,within-area FE,glucocorticoid_dexamethasone_hydrocortisone,lag and lead jointly,t-1,604,,1.007242479718726,0.9794797126674135,1.0357921658091747,0.6128231059445708,0.014260271759643792,0.07571467103082685,2020-2023
utla,within-area FE,glucocorticoid_dexamethasone_hydrocortisone,lag and lead jointly,t+1,604,,0.9937358889989087,0.9431761262207468,1.0470059510956369,0.8135407934689087,0.02664205545212874,-0.06593013334818432,2020-2023
utla,within-area FE,glucocorticoid_dexamethasone_hydrocortisone,"lag (t-1), clustered by principal trust",t-1,755,,1.0075663825026901,0.978694368177004,1.0372901368999734,0.6113373535362647,0.014833558146303242,0.0790880997578052,2020-2024
utla,within-area FE,glucocorticoid_dexamethasone_hydrocortisone,"concurrent (t), clustered by principal trust",t,906,,1.0051203553354255,0.9753294624642751,1.0358211943655056,0.7393541381579793,0.015350635579989126,0.053585995787052365,2019-2024
utla,within-area FE,glucocorticoid_dexamethasone_hydrocortisone,"lag (t-1), excluding outcome years 2020-21",t-1,453,,1.020643555100987,0.9630615543248123,1.0816684166148762,0.49040876239093734,0.029628221734378738,0.2143880617471773,2022-2024
utla,within-area FE,glucocorticoid_dexamethasone_hydrocortisone,"lag (t-1), elective catchments",t-1,755,,1.0092152805565888,0.9805304494660065,1.0387392692022919,0.5329371926092461,0.014711560059093708,0.096244482446627,2020-2024
utla,within-area FE,glucocorticoid_dexamethasone_hydrocortisone,"concurrent (t), elective catchments",t,906,,1.0080095381984198,0.9792761351825306,1.0375860215460064,0.5887258090326614,0.014754719345070975,0.08370178420834257,2019-2024
utla,within-area FE,low_tb_risk_biologic,concurrent (t),t,906,,1.0044895936497755,0.9897445966987891,1.0194542583168673,0.5526976623601311,0.0075448457944729975,0.046999654149779774,2019-2024
utla,within-area FE,low_tb_risk_biologic,lag (t-1),t-1,755,,1.0019933019847314,0.9858079634978487,1.0184443769960032,0.8105884055352326,0.008308685984405182,0.020893025261754128,2020-2024
utla,within-area FE,low_tb_risk_biologic,lead (t+1),t+1,755,,1.008716759985288,0.9878878085087281,1.0299848759255412,0.41491496528867267,0.010645474589106184,0.09106045534143556,2019-2023
utla,within-area FE,low_tb_risk_biologic,lag and lead jointly,t-1,604,,1.0062267035556909,0.9888751844210476,1.0238826849935885,0.484275276463927,0.008874773919139512,0.06512838134894944,2020-2023
utla,within-area FE,low_tb_risk_biologic,lag and lead jointly,t+1,604,,1.0104918554642235,0.9817377304511941,1.040088160297402,0.47855459062069017,0.014728714874989604,0.10950769313130788,2020-2023
utla,within-area FE,low_tb_risk_biologic,"lag (t-1), clustered by principal trust",t-1,755,,1.0019933019847314,0.9833713671190886,1.0209678772360264,0.8351892825323279,0.009571305424762531,0.020893025261754128,2020-2024
utla,within-area FE,low_tb_risk_biologic,"concurrent (t), clustered by principal trust",t,906,,1.0044895936497755,0.9898149720857203,1.0193817755903871,0.5507804226433337,0.007508569230493726,0.046999654149779774,2019-2024
utla,within-area FE,low_tb_risk_biologic,"lag (t-1), excluding outcome years 2020-21",t-1,453,,0.9990004851623077,0.9579862312946205,1.041770681824757,0.9627090216427672,0.021388703455425373,-0.01049221277096424,2022-2024
utla,within-area FE,low_tb_risk_biologic,"lag (t-1), elective catchments",t-1,755,,1.0016066343860146,0.9852385410201099,1.018246656294379,0.8485541097780065,0.008406550323767074,0.016843375314257808,2020-2024
utla,within-area FE,low_tb_risk_biologic,"concurrent (t), elective catchments",t,906,,1.004272771388657,0.9894171594007409,1.019351433083604,0.574968586208021,0.0076035235305351575,0.044734665580910715,2019-2024
utla,within-area FE,negative_control_levetiracetam,concurrent (t),t,906,,0.997572390153881,0.975075292245058,1.0205885448148795,0.8345644486571915,0.011637768817297755,-0.025501591471765145,2019-2024
utla,within-area FE,negative_control_levetiracetam,lag (t-1),t-1,755,,1.0136909323788965,0.985909120374952,1.0422556046508635,0.3375153701241317,0.014178141288342603,0.14267162563885116,2020-2024
utla,within-area FE,negative_control_levetiracetam,lead (t+1),t+1,755,,0.9977751771661743,0.9670994678472298,1.0294238982315886,0.888817289277642,0.015931951574719723,-0.02336897730853249,2019-2023
utla,within-area FE,negative_control_levetiracetam,lag and lead jointly,t-1,604,,1.0146135151366364,0.9818881535461773,1.0484295806808592,0.3857736999013831,0.01672736756309897,0.15221633981376198,2020-2023
utla,within-area FE,negative_control_levetiracetam,lag and lead jointly,t+1,604,,0.9871998432340003,0.9478688980243626,1.0281627897196666,0.5345559489473928,0.020743007593929927,-0.13516693238956295,2020-2023
