SICBL26CD,SICBL26CDH,SICBL26NM,ICB26NM,region,tb_count,tb_denominator,boundary_changed,tb_rate_per_100k,diabetes_prev,pct_non_uk_born,imd_score,resident_pop_mid2022,registered_patients,pct_age_65plus,pct_age_15_44,total_items,items_antituberculosis,items_oral_corticosteroids,items_inhaled_corticosteroids,items_immunosuppressants,items_proton_pump_inhibitors,items_statins,items_metformin,items_insulins,items_fluoroquinolones,items_all_antibacterials,items_vitamin_d,items_levothyroxine,rate_antituberculosis,rate_oral_corticosteroids,rate_inhaled_corticosteroids,rate_immunosuppressants,rate_proton_pump_inhibitors,rate_statins,rate_metformin,rate_insulins,rate_fluoroquinolones,rate_all_antibacterials,rate_vitamin_d,rate_levothyroxine,rate_total_items
E38000228,01K,NHS Lancashire and South Cumbria ICB - 01K,NHS Lancashire and South Cumbria Integrated Care Board,North West,14.0,993972.0,False,1.4084903800107045,7.388600000000001,6.9483029259687745,20.095111576583644,331324,352821.0,23.91807743870121,37.26223779196817,685409,8.0,3475,15885,2214,45741,55257,12094,4432,106,14007,10609,20142,0.022674387295540797,9.849186981500536,45.022830273708195,6.275136684040915,129.64364366066647,156.61482734871223,34.2780049940338,12.561610561729603,0.3004356316659156,39.700017856079995,30.06907185229904,57.08843861334784,1942.6536402311654
E38000127,99C,NHS North East and North Cumbria ICB - 99C,NHS North East and North Cumbria Integrated Care Board,North East and Yorkshire,20.0,631536.0,False,3.1668820146436625,8.41295,5.510567424764535,20.932063074789088,210512,229152.0,21.49926686217009,36.897779639715125,537875,8.0,2431,8516,722,35995,41499,9475,2716,83,10616,16444,14840,0.03491132523390588,10.608678955453149,37.16310571149281,3.1507471023600058,157.07914397430525,181.09813573523252,41.348100823907274,11.852394916911045,0.3622049993017735,46.327328585393104,71.76022901829353,64.76050830889541,2347.24113252339
E38000130,00L,NHS North East and North Cumbria ICB - 00L,NHS North East and North Cumbria Integrated Care Board,North East and Yorkshire,15.0,972858.0,False,1.5418488618071704,9.16424,3.506741453858009,21.962933364375893,324286,345037.0,27.095354990914018,32.14785660668276,883505,19.0,4383,16342,1816,61617,74344,16287,4749,137,16477,23054,26283,0.05506655807927845,12.702985476919867,47.36303642797729,5.263203656419456,178.58084785110003,215.46674704451988,47.203633233537275,13.763741279920705,0.3970588661505867,47.754298814330056,66.81602262945712,76.17443926303557,2560.609441885943
E38000163,00N,NHS North East and North Cumbria ICB - 00N,NHS North East and North Cumbria Integrated Care Board,North East and Yorkshire,15.0,445824.0,False,3.3645564168819986,9.19488,4.429150509910606,31.061452055071058,148608,158718.0,21.601204652276365,37.15079575095452,419051,0.0,1563,7573,489,29226,32657,8551,2240,49,7463,13670,12134,0.0,9.847654330321703,47.713554858302146,3.080935999697577,184.13790496352019,205.754860822339,53.8754268576973,14.11308106200935,0.30872364823145454,47.020501770435615,86.12759737395885,76.45005607429529,2640.22354112325
E38000176,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria Integrated Care Board,North East and Yorkshire,31.0,832536.0,False,3.7235627047959485,9.13392,5.099026151657727,32.7597927549079,277512,294558.0,20.747357057014238,39.04867632181099,814121,5.0,2790,14198,600,58589,67151,17678,4421,97,14135,23753,23419,0.016974585650364273,9.471818792903266,48.20103341277439,2.036950278043713,198.90479973383847,227.9720802015223,60.015345025427926,15.008928632052092,0.3293069616170669,47.9871536335798,80.63946659062051,79.50556426917619,2763.8733288520425
E38000212,13T,NHS North East and North Cumbria ICB - 13T,NHS North East and North Cumbria Integrated Care Board,North East and Yorkshire,115.0,1512972.0,False,7.600933791240023,7.60182,13.488758192848527,28.5571915534458,504324,555702.0,16.5421394920299,46.69301172211005,1207230,4.0,4828,20161,1441,82305,100072,26074,6314,165,22227,38146,31747,0.00719810258015987,8.688109814252963,36.28023652965078,2.593116454502593,148.10995821501453,180.08213035043963,46.92083166877211,11.362204922782356,0.2969217314315946,39.99805651230336,68.6447052556946,57.12954065308385,2172.4413444616
E38000215,01H,NHS North East and North Cumbria ICB - 01H,NHS North East and North Cumbria Integrated Care Board,North East and Yorkshire,12.0,967227.0,False,1.2406601552686185,8.82875,4.701912753883574,22.57908086933057,322409,337294.0,24.95271187747188,33.84347186727306,707279,7.0,4555,15297,2758,48019,58468,12998,5031,98,15313,12910,22633,0.020753408006071852,13.504539066808185,45.35212603841159,8.176842754392311,142.36541414908064,173.34432275700132,38.536113894703135,14.915770811221071,0.29054771208500596,45.399562399568325,38.275213908341094,67.1016976287749,2096.9213801609276
E38000234,84H,NHS North East and North Cumbria ICB - 84H,NHS North East and North Cumbria Integrated Care Board,North East and Yorkshire,11.0,1583112.0,False,0.6948339725805881,9.65814,4.386667228519658,28.808096341888636,527704,569607.0,22.04502402533677,37.54816917629172,1583097,145.0,7729,29131,2962,111687,131036,32431,9876,280,31051,40661,39725,0.25456147835261855,13.569004594395786,51.142278799242284,5.200076544003146,196.07729539840628,230.04633018906017,56.935746927267395,17.33827007041697,0.49156699268091864,54.513023891911445,71.38430531928154,69.74106708660533,2779.279397900658
E38000247,16C,NHS North East and North Cumbria ICB - 16C,NHS North East and North Cumbria Integrated Care Board,North East and Yorkshire,101.0,2067369.0,False,4.885436513752504,9.14584,6.794440522987777,31.371482797700846,689123,738296.0,20.19596476210084,38.62529392005374,1701931,57.0,7154,36338,3326,111798,142996,35797,10312,421,34769,40123,47508,0.07720480674417848,9.689880481541278,49.218741534560664,4.504968197037503,151.42706990150293,193.68383412614995,48.48597310563785,13.967297669227518,0.5702319936719148,47.09357764365512,54.34541159643287,64.34817471583214,2305.214981525025
E38000085,03F,NHS Humber and North Yorkshire ICB - 03F,NHS Humber and North Yorkshire Integrated Care Board,North East and Yorkshire,59.0,806031.0,False,7.319817724132199,9.08133,13.101149683556157,37.206066343602174,268677,312706.0,16.161826124218916,42.84503655190498,650405,0.0,2564,14263,1483,40308,50434,15721,3791,60,13050,12641,18252,0.0,8.199394958843131,45.61153287752714,4.742473761296553,128.9006287055573,161.2824825874783,50.27405934008302,12.123208381035223,0.19187351697760835,41.73248994262982,40.42455213523245,58.36792386458846,2079.9249134970228
E38000052,02Y,NHS Humber and North Yorkshire ICB - 02Y,NHS Humber and North Yorkshire Integrated Care Board,North East and Yorkshire,23.0,965289.0,False,2.382706111848369,9.3272,4.929451294833553,16.228270780046184,321763,320607.0,27.84530593530397,31.388272869899907,776045,2.0,3932,15952,2004,48404,62641,14528,4059,82,14800,16813,25088,0.006238166977015474,12.264236276812422,49.75561980867542,6.2506433109695045,150.9761171777285,195.38250880361315,45.3140449210404,12.660359879852903,0.25576484605763444,46.162435629914505,52.44115069228058,78.2515665596821,2420.5491458389865
E38000119,03H,NHS Humber and North Yorkshire ICB - 03H,NHS Humber and North Yorkshire Integrated Care Board,North East and Yorkshire,11.0,473235.0,False,2.3244265534037,8.78331,6.563706563706562,30.21336873434974,157745,174560.0,21.61148029330889,36.60116865261228,390361,0.0,1770,9274,887,25617,31719,7752,2743,83,7339,9305,10409,0.0,10.139780018331805,53.12786434463795,5.08134738771769,146.75183318056827,181.70829514207148,44.40879926672777,15.713794683776351,0.4754812098991751,42.04285059578368,53.30545371219065,59.62992667277727,2236.256874427131
E38000188,03Q,NHS Humber and North Yorkshire ICB - 03Q,NHS Humber and North Yorkshire Integrated Care Board,North East and Yorkshire,30.0,1092681.0,False,2.7455405557523194,5.75853,8.339231441775263,12.407156844495328,364227,247610.0,20.240701102540285,42.16469447922135,398710,0.0,2261,8657,1788,24870,29056,6435,2125,70,9097,8597,13147,0.0,9.13129518193934,34.96223900488671,7.221033076208554,100.4402083922297,117.34582609749202,25.988449577965348,8.58204434392795,0.28270263721174427,36.73922701021768,34.71992245870522,53.0955938774686,1610.233835467065
E38000122,03K,NHS Humber and North Yorkshire ICB - 03K,NHS Humber and North Yorkshire Integrated Care Board,North East and Yorkshire,22.0,510255.0,False,4.311569705343406,9.01274,9.403623760742196,23.47295480495047,170085,184452.0,22.803222518595625,35.53661657233318,483097,0.0,1901,9579,884,31908,40308,9447,2776,90,7704,13259,12671,0.0,10.306204324160216,51.93221000585518,4.792574761997701,172.98809446360028,218.52839763190423,51.21657667035326,15.049985904191876,0.48793181966039945,41.766963762930196,71.88319996530262,68.69537874352135,2619.0933142497774
E38000241,42D,NHS Humber and North Yorkshire ICB - 42D,NHS Humber and North Yorkshire Integrated Care Board,North East and Yorkshire,44.0,1291575.0,False,3.4066933782397464,7.80798,7.304045965441253,16.802704964868475,430525,569392.0,26.663880068564364,32.08141315648973,1206869,9.0,6475,24778,4403,78366,102789,20954,6461,149,21480,27596,41100,0.015806333773569,11.371779020428809,43.51659313794363,7.732809733891589,137.6310169443898,180.52413802793154,36.80065754348498,11.347191390114368,0.26168263691797566,37.72444993958468,48.4657318683789,72.18225756596509,2119.5749149970493
E38000025,02T,NHS West Yorkshire ICB - 02T,NHS West Yorkshire Integrated Care Board,North East and Yorkshire,32.0,622980.0,False,5.136601496035185,9.11764,8.513850978570181,27.582275440624098,207660,225093.0,19.777603035189898,37.37344119985961,484041,0.0,2327,8939,1223,30251,37352,11692,2831,115,9848,13383,16323,0.0,10.337949203218226,39.71247439947044,5.433309787510051,134.39333964183692,165.9403002314599,51.94297468157606,12.577023719085002,0.5108999391362681,43.75080522273016,59.4554250909624,72.51669310018525,2150.404499473551
E38000190,03R,NHS West Yorkshire ICB - 03R,NHS West Yorkshire Integrated Care Board,North East and Yorkshire,28.0,1073094.0,False,2.609277472430188,8.76889,8.511944851630282,27.246671091775966,356978,399454.0,19.268050889464117,38.591927981695015,812732,0.0,3357,19351,2004,52468,62887,15903,5405,200,17929,14464,19993,0.0,8.40397142098965,48.443625548874216,5.016847997516611,131.3492917832842,157.43239521947459,39.81184316592149,13.530969773741157,0.5006834328858892,44.88376634105554,36.209425866307505,50.050819368437914,2034.6072388810726
E38000225,15F,NHS West Yorkshire ICB - 15F,NHS West Yorkshire Integrated Care Board,North East and Yorkshire,207.0,2462406.0,False,8.406412265077327,7.00491,15.80009113637203,24.11463325990921,820802,935759.0,15.276582966340692,45.879548046024674,1513623,5.0,6646,28882,5139,93798,113081,32241,8468,300,31246,32435,37996,0.005343256116158114,7.102256029597364,30.864784629375723,5.491798636187308,100.23734743667974,120.84414897425512,34.45438408821075,9.049338558325381,0.3205953669694868,33.39107612109529,34.66170242551768,40.604471877908736,1617.5350704615184
E38000232,36J,NHS West Yorkshire ICB - 36J,NHS West Yorkshire Integrated Care Board,North East and Yorkshire,242.0,1813989.0,False,13.340764469905826,10.32498,17.477907961839957,34.68221353712729,604663,664822.0,16.396418891071594,41.35783713535352,1274322,9.0,5963,26952,3723,80506,94104,32807,9255,214,28257,30269,28975,0.013537458146691897,8.969318103191531,40.540174663293335,5.599995186681547,121.09406728417531,141.54766238181045,49.34704326872456,13.921019460848166,0.3218906714880073,42.503106094563655,45.52948007135745,43.58309442226641,1916.7867489343012
E38000254,X2C4Y,NHS West Yorkshire ICB - X2C4Y,NHS West Yorkshire Integrated Care Board,North East and Yorkshire,118.0,1313382.0,False,8.984438647704932,9.48959,12.590417895703798,25.804747913402196,437794,460476.0,17.84023488737741,40.14584907791068,940576,5.0,3979,16367,2184,58793,69324,23091,5492,172,19339,24834,26368,0.010858329207168236,8.64105838306448,35.5436548267445,4.742918197691084,127.67874981540841,150.54856279154612,50.14593594454434,11.926788801153588,0.37352652472658726,41.9978457074853,53.93114950616319,57.2624849069224,2042.6167704722936
E38000258,15E,NHS Birmingham and Solihull ICB - 15E,NHS Birmingham and Solihull Integrated Care Board,Midlands,658.0,4116015.0,False,15.98633629858006,9.31567,24.112404951695254,34.76963584170611,1372005,1634176.0,13.92518308921438,45.173836844990994,2335858,23.0,11104,54512,3744,122523,160453,61942,22626,691,58232,53862,46336,0.014074371426333516,6.794861752956842,33.35748413879533,2.2910628965301165,74.97540044646354,98.18587471606486,37.904118038693504,13.845509908357483,0.4228430719824548,35.633860734706666,32.9597301637033,28.354351061329993,1429.379699616198
E38000024,00V,NHS Greater Manchester ICB - 00V,NHS Greater Manchester Integrated Care Board,North West,39.0,583770.0,False,6.680713294619457,8.10803,12.072078578650869,24.007768389948094,194590,211388.0,18.45847446401877,39.15927110337389,361638,4.0,1833,9053,592,21634,26806,7565,2437,67,7243,7287,7646,0.018922550002838382,8.67125853880069,42.82646129392397,2.8005374004200805,102.34261169035139,126.80946884402141,35.78727269286809,11.528563589229284,0.3169527125475429,34.264007417639604,34.472155467670824,36.170454330425564,1710.7782844816168
E38000016,00T,NHS Greater Manchester ICB - 00T,NHS Greater Manchester Integrated Care Board,North West,155.0,897459.0,False,17.270983966955594,9.54438,16.91303422341004,31.410345819697614,299153,334432.0,16.64912448569515,40.62171084106784,580008,5.0,2804,14500,1168,35688,41538,14398,4126,112,11878,12242,14223,0.014950722418907282,8.384365132523204,43.35709501483112,3.4924887570567407,106.71227633719262,124.20462156731412,43.05210027748541,12.33733614008229,0.3348961821835231,35.51693617835614,36.605348770452586,42.52882499282366,1734.307721749115
E38000080,01D,NHS Greater Manchester ICB - 01D,NHS Greater Manchester Integrated Care Board,North West,68.0,680850.0,False,9.987515605493133,9.544029999999998,15.474690050324924,34.331286666666664,226950,253339.0,16.309372027204656,40.55514547700907,446282,7.0,2207,11727,707,26916,32364,10862,3016,91,9121,7940,8695,0.027630960886401226,8.711647239469643,46.28975404497531,2.7907270495265237,106.24499188833934,127.74977401821275,42.87535673544145,11.9049968619123,0.3592024915232159,36.0031420349808,31.341404205432244,34.32160070103695,1761.6000694721304
E38000135,00Y,NHS Greater Manchester ICB - 00Y,NHS Greater Manchester Integrated Care Board,North West,111.0,731979.0,False,15.164369469615933,9.57716,16.628663015011448,36.829938215440606,243993,267824.0,15.840626680207897,41.422351992353185,514302,7.0,2336,12467,921,31217,38818,13589,4219,90,10630,11629,10030,0.026136567297926995,8.722145886851067,46.549226357607985,3.4388254973415378,116.55788876276958,144.93846705299,50.73854471593285,15.752882489993427,0.3360415795447757,39.690244339566284,43.42030587251329,37.44996714260111,1920.2984049226357
E38000143,01G,NHS Greater Manchester ICB - 01G,NHS Greater Manchester Integrated Care Board,North West,97.0,836601.0,False,11.594535507368507,7.27973,18.99906257063141,32.34482802554623,278867,323870.0,12.542686880538488,49.96665328681261,573083,4.0,2418,11912,912,36001,42556,13163,3210,104,11581,13939,13585,0.012350634513848149,7.465958563621206,36.78018958223979,2.815944669157378,111.1587982832618,131.39840059283046,40.6428505264458,9.911384197363141,0.3211164973600519,35.758174576218856,43.038873622132336,41.94584246765678,1769.4846697749097
E38000205,02H,NHS Greater Manchester ICB - 02H,NHS Greater Manchester Integrated Care Board,North West,24.0,1002042.0,False,2.395109187040064,9.19466,6.211891169682982,25.205519816534633,334014,352424.0,19.470864640319615,38.25136767076022,679454,1.0,3046,16792,944,42535,47317,12298,4134,136,14915,13982,15457,0.002837491203777268,8.64299820670556,47.647152293827894,2.6785916963657415,120.69268835266611,134.261571289129,34.895466824052846,11.730188636415226,0.3858988037137085,42.321181304337955,39.673802011213766,43.85910153678524,1927.9447483712802
E38000174,01W,NHS Greater Manchester ICB - 01W,NHS Greater Manchester Integrated Care Board,North West,32.0,891573.0,False,3.5891620764648544,8.13461,9.438859465493199,18.404231413468107,297191,330500.0,19.776701966717095,38.05476550680787,655915,3.0,2926,12785,1484,40474,50093,13084,3745,158,13843,15683,16573,0.009077155824508321,8.853252647503782,38.68381240544629,4.49016641452345,122.46293494704992,151.56732223903177,39.58850226928896,11.331316187594554,0.47806354009077157,41.88502269288956,47.45234493192133,50.14523449319213,1984.6142208774584
E38000187,02A,NHS Greater Manchester ICB - 02A,NHS Greater Manchester Integrated Care Board,North West,59.0,709953.0,False,8.31040928061435,7.0,14.860920841026859,14.97160556262175,236651,247653.0,18.046621684372894,38.12956031221104,466015,2.0,2282,9170,832,29061,36691,9341,2521,73,9068,12071,12583,0.008075815758339289,9.21450578026513,37.027615251985644,3.3595393554691446,117.34564087654904,148.15487799461343,37.71809749932365,10.179565763386675,0.29476727517938406,36.61574864831034,48.74158600945678,50.808994843591634,1881.725640311242
E38000217,14L,NHS Greater Manchester ICB - 14L,NHS Greater Manchester Integrated Care Board,North West,441.0,1700334.0,False,25.93608079353821,6.70014,31.3869393345387,38.677228765054394,566778,747439.0,9.372002263729883,54.584922649206156,1217007,15.0,4829,27606,1615,70679,84026,30531,9592,233,24885,23223,26097,0.02006852733132737,6.460727898865326,36.9341177005749,2.1607114426729135,94.56156288339248,112.41853850280759,40.84748053018374,12.83315427747281,0.3117311245466185,33.29368684267211,31.07009401436104,34.915223851043365,1628.2358827944488
E38000261,15M,NHS Derby and Derbyshire ICB - 15M,NHS Derby and Derbyshire Integrated Care Board,Midlands,162.0,3201225.0,False,5.060562753320994,8.53072,8.301083536364228,21.552601190169387,1067075,1142998.0,21.17449024407742,37.065244208651286,1974412,3.0,10553,43153,4308,124786,145377,37243,13850,428,43064,32869,48847,0.002624676508620313,9.23273706515672,37.75422179216412,3.769035466378769,109.17429426823145,127.18919893123173,32.5836090701821,12.117256548130444,0.37445384856316455,37.676356389075046,28.756830720613685,42.73585780552547,1727.397598246016
E38000263,01Y,NHS Greater Manchester ICB - 01Y,NHS Greater Manchester Integrated Care Board,North West,66.0,698418.0,False,9.449928266453613,9.08798,10.33141185431381,29.835577115710077,232806,228640.0,17.631648005598322,40.263296011196644,483984,7.0,1949,11172,749,30963,34970,10511,3115,57,8230,9352,11546,0.030615815255423375,8.524317704688594,48.86284114765571,3.2758922323303006,135.42249825052485,152.9478656403079,45.97183344996501,13.6240377886634,0.24930020993701887,35.99545136459063,40.902729181245626,50.49860041987404,2116.7949615115463
E38000262,78H,NHS Northamptonshire ICB - 78H,NHS Northamptonshire Integrated Care Board,Midlands,148.0,2378265.0,False,6.223023927106524,8.03811,17.260820009296584,17.48272900328601,792755,849240.0,17.61115821204842,39.7057368941642,1546007,9.0,7381,32796,4200,95295,134574,35631,11836,356,30388,25288,50500,0.0105977108944468,8.691300456879093,38.61805849936414,4.945598417408506,112.21209552070086,158.46403843436485,41.956337431114875,13.937167349630258,0.41919834204700673,35.78258207338326,29.777212566530075,59.46493335217371,1820.459469643446
E38000008,02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,NHS Nottingham and Nottinghamshire Integrated Care Board,Midlands,12.0,359955.0,False,3.3337500520898447,9.09897,6.704133522365508,22.54044841438513,119985,128889.0,22.324635927037995,35.34979711224387,294496,1.0,1502,6185,593,20831,25235,6012,1754,37,5320,6647,7349,0.007758614001194827,11.653438229794629,47.987027597390004,4.600858102708532,161.61968825888943,195.78862432015146,46.64478737518329,13.608608958095726,0.2870687180442086,41.27582648635648,51.57150726594202,57.01805429478078,2284.8807888958713
E38000243,52R,NHS Nottingham and Nottinghamshire ICB - 52R,NHS Nottingham and Nottinghamshire Integrated Care Board,Midlands,195.0,3127479.0,False,6.235053856476734,7.40713,13.361071059163255,22.902632703528944,1042493,1147963.0,18.09335318298586,42.06093750408332,1986094,18.0,8513,45343,3677,127226,154440,41511,14473,500,40757,45487,51838,0.015679947872884403,7.415744235659163,39.49865980001097,3.2030649071442197,110.82761378197729,134.5339527493482,36.16057311951692,12.607549198014222,0.43555410758012236,35.5037575252861,39.624099382994046,45.156507657476766,1730.102799480471
E38000006,02P,NHS South Yorkshire ICB - 02P,NHS South Yorkshire Integrated Care Board,North East and Yorkshire,25.0,739344.0,False,3.3813759224393514,8.95835,6.43296372616361,30.05719346880478,246448,270323.0,20.20434813167951,37.50846209904448,716983,6.0,2799,15385,1313,47949,55926,14532,4268,108,12096,18338,16747,0.022195669624856192,10.354279879995413,56.91339619640208,4.857152369572696,177.37669380703824,206.88583657328454,53.7579118314017,15.788519659814371,0.39952205324741147,44.746469963710084,67.83736493010213,61.95181320124444,2652.3196324397113
E38000044,02X,NHS South Yorkshire ICB - 02X,NHS South Yorkshire Integrated Care Board,North East and Yorkshire,67.0,932892.0,False,7.181967473190895,9.19989,10.427187869188725,30.522898634568634,310964,340474.0,19.543342516609197,38.703983270381876,722103,13.0,3167,18227,1384,51516,61095,17043,4719,104,13481,13645,16648,0.0381820638286624,9.301738165028754,53.53419056961766,4.064921256836057,151.30670770749015,179.44101458554837,50.0566856793764,13.86008916980445,0.3054565106292992,39.5948001903229,40.07648161093064,48.89653835535165,2120.8756028360463
E38000141,03L,NHS South Yorkshire ICB - 03L,NHS South Yorkshire Integrated Care Board,North East and Yorkshire,28.0,804801.0,False,3.4791209255455695,9.13637,6.840388428415023,29.83603035781516,268267,276654.0,19.889464818871225,38.21849675045363,620046,7.0,2478,15416,1433,41885,53178,13058,3893,82,11115,10361,14323,0.025302363240726683,8.957036587217248,55.723033102720365,5.179755217708763,151.39849776254815,192.21843891648052,47.19975131391558,14.07172858516414,0.2963991122485126,40.176538202953864,37.45111221959559,51.7722498138469,2241.232731137088
E38000146,03N,NHS South Yorkshire ICB - 03N,NHS South Yorkshire Integrated Care Board,North East and Yorkshire,152.0,1694106.0,False,8.97228390667408,7.07554,14.947700568007228,27.573756740723425,564702,631016.0,16.3946714504862,45.42404629993534,1307040,16.0,6101,27819,3458,81782,99074,27725,7909,162,24097,39130,37555,0.025355933922436198,9.668534553798953,44.08604536176579,5.480051218986523,129.60368675279233,157.00711233946524,43.937079249971475,12.533755087034244,0.2567288309646665,38.18762123305907,62.01110589905802,59.51513115356821,2071.326242123813
E38000259,D2P2L,NHS Black Country ICB - D2P2L,NHS Black Country Integrated Care Board,Midlands,543.0,3670857.0,False,14.7921861298329,9.99919,17.190086187000077,30.213527245817527,1223619,1334962.0,16.862802087250422,40.89771843692929,2358354,21.0,11390,53833,4883,127279,168779,58476,19232,479,50360,55323,51747,0.015730784846310235,8.532078066641597,40.32549241101994,3.6577820192634696,95.34278878350095,126.4298159797807,43.803494032039865,14.406402579249448,0.35881171149440955,37.7239202314373,41.44162905011529,38.76290111628646,1766.607588830244
E38000049,06K,NHS Central East ICB - 06K,NHS Central East Integrated Care Board,East of England,86.0,1723104.0,False,4.990992998681449,6.83605,15.488741012670193,13.862517936236001,574368,635497.0,17.984978685973342,39.46548921552738,1032659,4.0,5294,21827,3424,60510,89921,22251,7188,299,22324,23601,32925,0.006294286204340854,8.33048779144512,34.34634624553696,5.387908990915772,95.21681455616627,141.4971274451335,35.01354058319709,11.310832309200515,0.47049789377447887,35.12841130642631,37.13786217716213,51.809843319480656,1624.9628243721056
E38000079,06N,NHS Central East ICB - 06N,NHS Central East Integrated Care Board,East of England,129.0,1830672.0,False,7.046592726605312,6.97101,20.523987975126634,12.353921287920501,610224,690143.0,17.157023979088393,38.67792616892441,915380,5.0,4685,17470,2800,52875,72437,21145,5972,243,23041,21850,30104,0.007244875337430069,6.788448191171975,25.31359442898066,4.057130188960838,76.61455669332298,104.95940696348438,30.63857780199176,8.653279103026474,0.35210094139910136,33.38583452994524,31.6601052245694,43.61994543159896,1326.3627972753472
E38000249,M1J4Y,NHS Central East ICB - M1J4Y,NHS Central East Integrated Care Board,East of England,298.0,3049140.0,False,9.773247538650242,8.75476,23.349399472160258,19.537398961018518,1016380,1144566.0,15.368445332117151,41.76176821607491,1571073,5.0,8450,35438,5462,89628,118504,37143,12136,675,44852,30044,43442,0.004368468048151002,7.382711001375194,30.961954138075043,4.772114495800154,78.30741084393561,103.53618751561727,32.45160174249453,10.603145646472113,0.5897431865003854,39.18690577913375,26.24925080772974,37.95499778955517,1372.636440362548
E38000260,06H,NHS Central East ICB - 06H,NHS Central East Integrated Care Board,East of England,265.0,2784780.0,False,9.51601203685749,6.97878,20.759665261903592,16.61381683256846,928260,1050311.0,17.171199768449537,42.284428136047325,1795759,1.0,9474,38549,6576,111096,148382,40901,12469,517,37994,40594,61324,0.0009520989497396485,9.02018544983343,36.702462413513715,6.261002693487929,105.77438492027599,141.27434636026854,38.94179914330136,11.871721804303677,0.49223515701539833,36.17404749640821,38.649504765731294,58.38651599383421,1709.7402578855215
E38000007,99E,NHS Essex ICB - 99E,NHS Essex Integrated Care Board,East of England,28.0,798474.0,False,3.506689009285212,7.52311,11.657371300746656,19.211481736412207,266158,295882.0,18.15081687970204,38.823585077835084,405060,6.0,1948,9952,1600,23157,31224,8418,3449,121,11464,7080,12526,0.020278354208772414,6.583705666448111,33.635030180950515,5.4075611223393105,78.26430806875715,105.52855530245165,28.4505309549077,11.656673944342677,0.40894680987691034,38.74517544156116,23.928457966351452,42.33444413651388,1368.9916926342257
E38000030,99F,NHS Essex ICB - 99F,NHS Essex Integrated Care Board,East of England,16.0,530814.0,False,3.0142385091576336,8.26826,4.408466538454958,14.576085617560953,176938,187867.0,24.47103536012179,34.33705759925905,307079,4.0,1507,7407,715,17763,23121,5814,2617,109,8049,5373,8744,0.021291658460506638,8.021632324995874,39.426828554243166,3.805883949815561,94.55093230849485,123.07110881634348,30.947425572346393,13.930067547786466,0.5801976930488058,42.84413973715448,28.600020227075536,46.5435653946675,1634.5552970984793
E38000106,06Q,NHS Essex ICB - 06Q,NHS Essex Integrated Care Board,East of England,38.0,1225761.0,False,3.10011494899903,8.07979,8.873775181815247,14.950168656858882,408587,426472.0,20.894454970080098,36.8183608771502,766076,4.0,3917,16375,2703,47422,67724,16014,5561,198,17754,13367,25380,0.00937927929617888,9.18465925078317,38.3964246187323,6.338047984392879,111.19604569584874,158.80057776360465,37.54994466225215,13.03954304151269,0.46427432516085465,41.62993115608997,31.343206588005774,59.511527134255005,1796.310191524883
E38000117,06T,NHS Essex ICB - 06T,NHS Essex Integrated Care Board,East of England,37.0,1038144.0,False,3.5640527710991927,8.34173,10.400396496054098,23.788321599893656,346048,380760.0,22.718247715096123,37.11130370837273,826677,3.0,4756,18333,2761,50938,69437,16951,6063,251,16979,13545,34869,0.00787897888433659,12.490807857968274,48.1484399621809,7.251286899884441,133.77980880344572,182.36421893055993,44.51885702279651,15.923416325244247,0.6592078999894947,44.59239415905032,35.5735896627797,91.57737157264418,2171.1235423889066
E38000185,07G,NHS Essex ICB - 07G,NHS Essex Integrated Care Board,East of England,35.0,530364.0,False,6.599241275803034,8.02693,20.985879478364634,21.03164956897527,176788,189263.0,14.0481763471994,41.53585222679552,284991,5.0,1057,6928,894,16915,25142,7760,2429,79,6749,5017,9266,0.026418264531366406,5.584821121930858,36.60514733466129,4.723585698208313,89.37298890961256,132.84160136952283,41.00114655268066,12.8339929093378,0.4174085795955892,35.659373464438374,26.50808663077305,48.95832782952822,1505.7935254117288
E38000168,99G,NHS Essex ICB - 99G,NHS Essex Integrated Care Board,East of England,39.0,542652.0,False,7.1869264279869975,7.598580000000001,12.498616430168463,24.02729456447226,180884,196195.0,19.33586482835954,37.96376054435638,319247,2.0,1615,7307,1299,17304,22185,6335,2327,168,8600,5530,8513,0.010193939702846658,8.231606310048676,37.243558704350264,6.620963836998904,88.19796630902928,113.07627615382656,32.28930400876679,11.860648844262087,0.8562909350391192,43.833940722240634,28.18624327837101,43.3905043451668,1627.1923341573436
E38000197,07H,NHS Essex ICB - 07H,NHS Essex Integrated Care Board,East of England,54.0,966384.0,False,5.587840858292356,7.17314,13.688629197737857,15.1277489196841,322128,336871.0,18.815807831484456,37.783602625337295,577256,12.0,3287,12065,1580,34671,50130,12105,4119,183,13896,14837,16754,0.03562194430509008,9.757444244235923,35.81489650340932,4.69022266683686,102.92070258348151,148.8106723345138,35.933636317759614,12.22723238272217,0.5432346506526237,41.25021150529431,44.04356563788512,49.73417124062326,1713.5817568149232
