utla,year,population,pct_age_65plus,pct_age_15_44,international_in,intl_in_per_1000,asylum_supported,asylum_per_1000,diabetes_prev,hiv_prev,items_total,items_antituberculosis,items_oral_glucocorticoids,items_oral_hydrocortisone,items_oral_dexamethasone,items_inhaled_corticosteroids,items_conventional_dmards,items_transplant_immunosuppressants,items_proton_pump_inhibitors,items_statins,items_metformin,items_insulins,items_fluoroquinolones,items_all_antibacterials,items_vitamin_d,items_levothyroxine,mg_pred_equivalent,adq_antituberculosis,adq_oral_glucocorticoids,adq_oral_hydrocortisone,adq_oral_dexamethasone,adq_inhaled_corticosteroids,adq_conventional_dmards,adq_transplant_immunosuppressants,adq_proton_pump_inhibitors,adq_statins,adq_metformin,adq_insulins,adq_fluoroquinolones,adq_all_antibacterials,adq_vitamin_d,adq_levothyroxine,rate_total_items,rate_antituberculosis,rate_oral_glucocorticoids,rate_oral_hydrocortisone,rate_oral_dexamethasone,rate_inhaled_corticosteroids,rate_conventional_dmards,rate_transplant_immunosuppressants,rate_proton_pump_inhibitors,rate_statins,rate_metformin,rate_insulins,rate_fluoroquinolones,rate_all_antibacterials,rate_vitamin_d,rate_levothyroxine
E06000001,2021,92575,19.806643262219822,35.01701323251418,171.0,1.8471509586821495,357.0,3.8563327032136105,7.92330556583194,0.972497761,2181094.0,101.0,9981.0,867.0,420.0,46674.0,2870.0,332.0,146648.0,151821.0,40523.0,15215.0,657.0,54453.0,44998.0,61785.0,2164646.237,,,,,2364483.33332,,,5808354.41681,7494596.3329300005,1375600.66575,,7833.33329,574357.14138,,1417386.5,23560.291655414527,1.0910072913853632,107.81528490413179,9.365379422090198,4.536862003780718,504.17499324871727,31.00189035916824,3.586281393464758,1584.0993788819874,1639.97839589522,437.73156899810965,164.35322711315152,7.096948420199838,588.2041587901701,486.0707534431542,667.4048069133135
E06000001,2022,94058,19.940887537476875,35.46109847115609,1165.0,12.385974611409981,391.0,4.157009504773651,8.38418880251196,1.020801187,2264670.0,71.0,10632.0,961.0,343.0,46669.0,2984.0,331.0,152776.0,159649.0,42736.0,15560.0,723.0,58699.0,48926.0,62190.0,2189013.714,,,,,2003580.33334,,,5987929.49985,7799681.66663,1425823.09923,,8643.66666,609302.17478,,1391676.825,24077.377788173257,0.7548533883348572,113.03663696867889,10.21710008718025,3.646686087307831,496.1725743690064,31.725105785791747,3.5191052329413766,1624.2743838907907,1697.3463182291778,454.3579493504008,165.42984116183632,7.6867464755788975,624.0723808713773,520.1684067277638,661.1877777541517
E06000001,2023,95717,19.953613255743495,36.08449909629429,1011.0,10.562387036785523,423.25,4.4218895285059086,8.6773652454748,1.045866013,2379716.0,48.0,10400.0,939.0,307.0,47929.0,3342.0,304.0,161657.0,176174.0,47192.0,16434.0,648.0,58428.0,52928.0,63866.0,2064001.081,,,,,1967101.33332,,,6286372.41669,8724739.83319,1543149.19907,,8594.3334,598210.89981,,1409850.25,24861.999435836893,0.501478316286553,108.65363519541984,9.810169562355695,3.2073717312494123,500.7365462770459,34.915427771451256,3.176029336481503,1688.9058369986524,1840.5716852805667,493.03676462906276,171.6936385386086,6.769957269868466,610.4244804998067,552.9634234253058,667.2377947491042
E06000001,2024,97868,20.123022847100177,36.511423550087876,1097.0,11.208975354559202,440.5,4.500960477377692,9.049566295,1.030567408,2540768.0,55.0,10169.0,1091.0,263.0,48894.0,3526.0,304.0,173348.0,196170.0,51518.0,18134.0,567.0,56519.0,58981.0,67486.0,1953325.769,,,,,1881950.66664,,,6633412.47303,9956516.16636,1659518.89885,,7380.33337,562358.61649,,1449291.625,25961.172191114565,0.5619814443944905,103.90526014631953,11.147668287897984,2.6872930886500184,499.5912862222586,36.028119507908606,3.106224710835002,1771.2428985981117,2004.4345444884946,526.4029100420975,185.2903911390853,5.793517799485021,577.502350104222,602.6586831242081,689.5614501164833
E06000001,2025,99656,20.283776190093924,36.96716705466806,,,429.75,4.312334430440716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000002,2011,138368,15.057672294172063,40.96684204440333,,,,,,1.456925154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000002,2012,138472,15.38939280143278,40.65731700271535,824.0,5.950661505575134,,,5.90844118971628,1.489407301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000002,2013,138588,15.626894103385574,40.30652004502554,936.0,6.75383150056282,,,6.05655427982874,1.387178183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000002,2014,139030,15.826799971229232,40.01798173056175,1094.0,7.868805293821477,785.75,5.651657915557793,6.17588497685717,1.41990757,3496656.0,350.0,23891.0,631.0,707.0,63847.0,6440.0,1723.0,180273.0,189403.0,52168.0,18420.0,2073.0,126801.0,45631.0,100621.0,5138686.266,,,,,4875584.99999,,,7520067.00003,8154645.49825,1759502.86648,,26633.066609999998,1435254.29122,,2238052.0,25150.370423649572,2.5174422786448964,171.84060994030065,4.538588793785514,5.085233402862691,459.23182047040206,46.320937927066105,12.39300870315759,1296.64820542329,1362.317485434798,375.2283679781342,132.48939077896856,14.910450981802489,912.0405667841474,328.2097389052722,723.7358843415091
E06000002,2015,139602,15.90378361341528,39.64771278348448,1190.0,8.524233177175113,807.5,5.784301084511684,6.33445405059238,1.448138595,3505039.0,246.0,24770.0,700.0,624.0,67296.0,6203.0,1711.0,185508.0,188333.0,54128.0,19268.0,1724.0,117594.0,50263.0,100547.0,5098942.896,,,,,4873154.33336,,,7951225.11668,8281187.83204,1816117.19982,,21255.33334,1371152.8833,,2228657.25,25107.369521926623,1.7621524046933426,177.43298806607356,5.014254810103007,4.4698500021489656,482.05613100098856,44.43346083866993,12.256271400123207,1328.834830446555,1349.0709302158994,387.73083480179366,138.02094525866394,12.349393275167976,842.3518287703614,360.04498502886776,720.2403977020386
