utla,year,population,pct_age_65plus,pct_age_15_44,international_in,intl_in_per_1000,asylum_supported,asylum_per_1000,diabetes_prev,hiv_prev,area_name,tb_count,tb_denominator,items_total,items_antituberculosis,items_oral_glucocorticoids,items_oral_hydrocortisone,items_oral_dexamethasone,items_inhaled_corticosteroids,items_conventional_dmards,items_transplant_immunosuppressants,items_proton_pump_inhibitors,items_statins,items_metformin,items_insulins,items_fluoroquinolones,items_all_antibacterials,items_vitamin_d,items_levothyroxine,mg_pred_equivalent,adq_antituberculosis,adq_oral_glucocorticoids,adq_oral_hydrocortisone,adq_oral_dexamethasone,adq_inhaled_corticosteroids,adq_conventional_dmards,adq_transplant_immunosuppressants,adq_proton_pump_inhibitors,adq_statins,adq_metformin,adq_insulins,adq_fluoroquinolones,adq_all_antibacterials,adq_vitamin_d,adq_levothyroxine,rate_total_items,rate_antituberculosis,rate_oral_glucocorticoids,rate_oral_hydrocortisone,rate_oral_dexamethasone,rate_inhaled_corticosteroids,rate_conventional_dmards,rate_transplant_immunosuppressants,rate_proton_pump_inhibitors,rate_statins,rate_metformin,rate_insulins,rate_fluoroquinolones,rate_all_antibacterials,rate_vitamin_d,rate_levothyroxine
E06000001,2021,92575,19.806643262219822,35.01701323251418,171.0,1.8471509586821495,357.0,3.8563327032136105,7.92330556583194,0.972497761,Hartlepool,9.0,277178.0,2207313.5338078234,100.9103364553,10125.562016813701,871.2171325292,425.8050343153,47159.588464075,2921.5950369924003,337.9763629674,148441.9429439112,153781.73596073381,41008.411434105,15378.4894784987,665.8031773363,54931.3484922475,45583.4551295282,62593.5172853369,2192644.150947815,,,,,2389163.9161130385,,,5870499.298086321,7564416.9770511985,1387429.9042098555,,7952.150406184995,579968.074617935,,1431483.155384731,23843.51643324681,1.0900387410780448,109.37685138335081,9.410933108605994,4.599568288580071,509.4203452776127,31.559222651821766,3.6508383793399948,1603.477644546705,1661.1583684659336,442.9750087399946,166.11924902510071,7.192040802984607,593.3713042640833,492.39487042428516,676.1384529877062
E06000001,2022,94058,19.940887537476875,35.46109847115609,1165.0,12.385974611409981,391.0,4.157009504773651,8.38418880251196,1.020801187,Hartlepool,9.0,278938.0,2294016.7679231805,70.8248768373,10806.227179302101,964.1144849159,350.5590129266,47210.2639646619,3039.7168199401003,338.6072206211,154825.2426105237,161889.9148484784,43280.2592238979,15743.9002601872,730.7240723822,59264.219598450996,49570.0683692761,63061.5204667913,2222587.102939921,,,,,2029061.2856503709,,,6060916.545955211,7880953.832178011,1439130.7057525958,,8750.631061743412,615697.9154413402,,1407274.5108059698,24389.384931884375,0.7529915247751386,114.88897466778053,10.25021247438708,3.7270515312530565,501.9271509564513,32.317472410003404,3.5999832084575476,1646.0613941453541,1721.1711374734568,460.14437074887724,167.38502052124434,7.768866788388015,630.0816474776308,527.0159727963182,670.4535549000756
E06000001,2023,95717,19.953613255743495,36.08449909629429,1011.0,10.562387036785523,423.25,4.4218895285059086,8.6773652454748,1.045866013,Hartlepool,9.0,282678.0,2418075.6552445604,48.09746938952,10610.51834179859,945.41459034458,312.11701889356,48608.09191635795,3409.87837677239,313.57621920466,164325.09964012698,179179.66131350357,47911.901411731684,16673.96653506101,656.92456549881,59209.07420833662,53764.76344356645,64971.06786302842,2104020.129451913,,,,,1999213.1108975136,,,6382844.591729508,8838330.664852368,1561429.9929103737,,8699.264170150956,606701.2678752192,,1430146.344842725,25262.76058844887,0.5024966243145941,110.8530181869322,9.877185769973778,3.260831606648349,507.8313352524416,35.62458473178631,3.2760765507136664,1716.780714398978,1871.973226422721,500.5579093758861,174.2006804962651,6.863196354867056,618.5847258933796,561.7054801505109,678.7829524852265
E06000001,2024,97868,20.123022847100177,36.511423550087876,1097.0,11.208975354559202,440.5,4.500960477377692,9.049566295,1.030567408,Hartlepool,9.0,288283.0,2587252.2146376255,54.7424562116,10402.1294601667,1102.1630813198,271.7416472335,49704.7971587702,3602.2569593253,316.8139499134,176614.966638523,200068.0738889344,52433.8770184871,18433.9571749572,577.1690471072,57367.6683599197,59995.9131229246,68791.954874332,1995449.370614041,,,,,1916983.236487556,,,6749483.737102445,10108541.379030682,1682488.824816479,,7506.932703883883,571266.865716526,,1473329.2193910666,26436.14066536177,0.5593499020272203,106.28734070550844,11.261730916334248,2.7766138802621896,507.8758854658335,36.80730125603159,3.2371556577573872,1804.6242555127621,2044.2644571150365,535.7611989464085,188.35530689252053,5.897423540965382,586.1739113900325,613.0289075379551,702.9054938726857
E06000001,2025,99656,20.283776190093924,36.96716705466806,,,429.75,4.312334430440716,,,Hartlepool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000002,2011,138368,15.057672294172063,40.96684204440333,,,,,,1.456925154,Middlesbrough,60.0,413308.0,3067012.858534582,275.4712150042,19717.6869517018,625.5409993528,615.8893208203,53054.8974725084,4974.2706100368,1655.7328705976,140091.9043713645,162280.2280936083,40799.570145806,16579.3895915891,2289.9563539213,117100.5487922579,29029.8619180511,88938.0899900591,4566571.61367223,,,,,,,,,,,,,,,,22165.62253219373,1.990859266623786,142.50178474576347,4.520850191899862,4.451096502228117,383.43329001292494,35.94957367336956,11.966154534268037,1012.4588370964711,1172.8161720456199,294.8627583386766,119.82098166909329,16.5497539454303,846.2979069745744,209.80184665566534,642.7648733092847
E06000002,2012,138472,15.38939280143278,40.65731700271535,824.0,5.950661505575134,,,5.90844118971628,1.489407301,Middlesbrough,59.0,414507.0,3181629.5382773355,183.5772271194,21619.065307634,558.8237155914,690.2156562445,55716.3342374206,5347.951364146,1678.7656994271,152094.7164252007,171614.06244738182,44539.713153676,17175.748097424,2039.9412617028,123654.1004594798,33314.6505261549,93514.6496610692,4898251.067186801,,,,,,,,,,,,,,,,22976.699536926855,1.3257353625238315,156.12589770952974,4.035644141713848,4.984514242911925,402.3653463329814,38.621175141154886,12.123502942306748,1098.3788522242814,1239.3412563361676,321.65140355939104,124.03769785533537,14.73179604326362,892.9899218577026,240.58763162339608,675.3325557590646
E06000002,2013,138588,15.626894103385574,40.30652004502554,936.0,6.75383150056282,,,6.05655427982874,1.387178183,Middlesbrough,56.0,415428.0,3286435.4997719666,336.9901719168,22076.0028433442,644.860742443,729.3479585423,58367.649585245796,5698.6280764826,1690.0687076259,164148.0271940147,179516.6148860245,47352.9334067707,17322.18337235,2266.8671521899,123035.0373017727,38648.733578642095,96353.8845379862,4811017.739484707,,,,,,,,,,,,,,,,23713.70897748699,2.43159704964932,159.29231133535515,4.653077773277629,5.262706428711721,421.1594769045357,41.11920279160245,12.194913756067626,1184.4317487373703,1295.3258210380734,341.68133898151865,124.99049969946891,16.356879038516322,887.7755455145661,278.8750366456121,695.2541673015428
E06000002,2014,139030,15.826799971229232,40.01798173056175,1094.0,7.868805293821477,785.75,5.651657915557793,6.17588497685717,1.41990757,Middlesbrough,52.0,416090.0,3406270.2143186997,338.9431193787,23299.0086050225,636.6967793325,688.567868844,62060.035438601,6351.0013830753,1673.8057015903,176224.63685444611,185832.8820112204,50894.4593092776,17931.1554397534,2015.8140217198,123699.3471705666,44596.4971776098,98388.9355598083,4992660.227848879,,,,,4775456.687685938,,,7303741.426796013,7943733.580766803,1705398.4731612427,,25798.93270322319,1398470.4510536138,,2173260.8614307744,24500.25328575631,2.4379135393706393,167.58259803655687,4.579563974196216,4.952656756412285,446.3787343638136,45.68079826710278,12.039169255486586,1267.5295753035036,1336.6387255356426,366.0681817541365,128.9732823113961,14.499129840464647,889.7313325941639,320.7688784982364,707.6813317975136
E06000002,2015,139602,15.90378361341528,39.64771278348448,1190.0,8.524233177175113,807.5,5.784301084511684,6.33445405059238,1.448138595,Middlesbrough,41.0,417220.0,3422103.676423926,239.6369585868,24174.5222792887,694.3913654654,605.84271231,65576.0363860169,6139.456770611299,1658.5292584286,181586.5823487058,185124.1340620285,52862.2798345574,18859.6244954348,1672.8755419614,115334.5234214892,49038.683492326,98526.3595292485,4966463.078064964,,,,,4783355.390035337,,,7743191.251937303,8097403.611635855,1765321.0813393646,,20601.086321580042,1342160.561783682,,2170112.58299865,24513.285457399794,1.7165725318175957,173.16744945837954,4.9740789205412534,4.3397853348089575,469.73565125153584,43.978286633510265,11.88041187396026,1300.744848560234,1326.0851138381147,378.66420133348663,135.0956612042435,11.983177475690892,826.1666983387717,351.274935117878,705.766103130675
E06000002,2016,140649,16.026420379810734,39.41798377521347,1541.0,10.956352338089856,704.75,5.010700396021302,6.61411543187222,1.213694334,Middlesbrough,41.0,419281.0,3577687.884595994,165.458319538,24348.9493867685,787.7075956533,665.8830771608,70152.6059971257,6265.1902480314,1595.3995021592,193116.7443132928,192975.7350074022,57635.0376733645,20437.5262700936,1559.8522315375,112126.2745053929,56340.9480930568,103059.2094167267,5019978.411187848,,,,,4845258.242739572,,,8274857.092889475,8493828.07778093,1892784.3967286944,,19201.038120051497,1312691.310900548,,2260417.398670531,25436.994821122044,1.1763917236382768,173.11853896414837,5.600520413606211,4.734360551164957,498.7778512262846,44.54486166294393,11.343127232751034,1373.040294017681,1372.0377322796621,409.7792211346295,145.30872078787334,11.090389775522755,797.2063399341118,400.5783766187943,732.7404348180698
E06000002,2017,141213,16.230800280427438,39.05731058755214,1024.0,7.251457018829711,530.0,3.753195527323972,6.85966415896899,1.342119575,Middlesbrough,46.0,421464.0,3578245.3755488195,126.1521165495,22947.4161477808,757.4007605804,824.9677074944,71195.53231814179,6211.6242169939,1486.8880970075,197964.9638061302,202469.1108643803,62350.5045600152,20697.1633959616,1620.5116634844999,101027.9220830802,60129.1088681891,105739.0846768459,4891154.877164725,,,,,4562135.3077778965,,,8454424.379704999,8943178.78759917,1979959.9073171013,,21325.254992807106,1188672.615544448,,2281509.921116466,25339.348187127383,0.8933463388604449,162.50215028206185,5.363534239626663,5.842009641423949,504.1712329469793,43.98762307290334,10.529399538339247,1401.889088158528,1433.785210032931,441.53516007743764,146.5669831811632,11.475654957295006,715.4293307491533,425.80434427559146,748.7914333442807
E06000002,2018,141057,16.447251820186167,38.80417136334957,1701.0,12.05895489057615,686.25,4.865054552414982,7.29953481037609,1.560880423,Middlesbrough,46.0,422919.0,3551410.8812888204,202.3928987594,21579.8818717783,772.0041712319,734.0229294511,70564.8949897936,6221.3545094036,1267.1272212572,199189.7864683844,210825.0455705828,65910.9565125168,21295.8301306088,1657.9644428508,94523.2556869483,62356.8858315479,106334.1437747004,4576161.37896381,,,,,4232743.335004756,,,8452641.612596741,9348580.25095416,2056258.7832492534,,22219.669636827188,1110558.0928559457,,2249877.2197815785,25177.13322478729,1.4348305916005586,152.98696180819312,5.472994401071198,5.203732742445252,500.2580161905725,44.10525184431541,8.983086420788759,1412.1226629545815,1494.6088855610342,467.2646980477169,150.97322451639266,11.753861508828345,670.106805666846,442.0687086181324,753.8381205803356
E06000002,2019,142134,16.64485626240027,38.87950806984958,2417.0,17.005079713509787,679.0,4.777182095768781,7.46560660976655,1.555000544,Middlesbrough,45.0,424404.0,3592648.2865302404,113.7808902039,21657.4282853765,975.1047619577,764.1149425178,69888.0169890381,6402.3847229007,993.924580557,212737.441994989,220083.4249539372,69606.3604544195,22002.0592309149,1524.8448398076,92707.8131972234,62800.3762208754,109642.6021508303,4572384.457006426,,,,,4000127.3169709654,,,8886796.173454143,9878191.463917097,2132912.9768050076,,19573.273768194973,1078672.4884334768,,2281773.8347693034,25276.487585871364,0.8005184558508168,152.37331170146834,6.860460987221214,5.376018000744368,491.7051302928088,45.04470937918232,6.992869971695724,1496.738584680576,1548.422087283389,489.72350355593665,154.79800210304995,10.728220128945923,652.2564143500035,441.8392236964794,771.4030573320267
E06000002,2020,142459,16.762015737861418,38.99507928597,3250.0,22.813581451505346,624.0,4.3802076386890265,7.58310356578581,1.299592972,Middlesbrough,40.0,425650.0,3608890.927629888,109.0292638693,17497.1717781451,1044.1298498577,669.1850896208,71409.6350492146,6111.2285724973,799.5741289841,231702.597742727,232523.757184549,72719.6882313211,22462.3617106284,1466.591595351,83433.7081257437,66495.6918080943,113574.1087548573,3799389.1684096595,,,,,3919292.4628669685,,,9376904.531996531,10287116.12296118,2161651.4589469964,,19571.205883671108,956775.1542151952,,2260682.299353993,25332.839116025578,0.7653378436553675,122.82250877898274,7.329335807900519,4.697387245599084,501.26446942077797,42.89815717151812,5.61266139018314,1626.4511034243326,1632.215284289157,510.4604709517903,157.67597491649107,10.294832866656371,585.6682141931622,466.77073268866343,797.2406710341733
E06000002,2021,143943,16.9310074126564,39.430885836754825,3623.0,25.169685222622846,636.5,4.421889220038487,7.80267636780811,1.356884956,Middlesbrough,37.0,428536.0,3675020.3097344073,70.4935034122,17647.5020700169,985.4903265043,753.05517396,69787.0407964262,6056.5558191526,747.9876282214001,243952.0777659328,242621.80416358612,76156.7492944151,22644.4203727573,1519.7984802294,87510.9384557759,72621.7867290315,114935.268476184,3731139.126722708,,,,,3456837.5011381563,,,9712735.315054497,10727289.156681256,2204261.342271633,,19171.390019756425,986107.3697063102,,2253357.707353854,25531.080425824162,0.48973207041815164,122.60062712335369,6.846392853451019,5.231620669014818,484.8241373073105,42.07607052203024,5.196415443761767,1694.7825025595741,1685.5408332714069,529.0757403584412,157.31518985124183,10.558335453821304,607.955499439194,504.5176683064234,798.4776507102395
E06000002,2022,149095,16.704785539421174,41.031557060934304,7995.0,53.62352862269023,633.75,4.250645561554713,8.05889534238467,1.567507267,Middlesbrough,38.0,435741.0,3727022.8898698785,121.8384618215,19025.7843705511,927.6091399349,886.6315369252001,69868.4252845174,6100.7176312115,912.0532626756,248797.7258460372,252031.7847630524,79375.2527541278,23188.3580252142,1374.6170052405,94853.0491832942,76887.2776153483,114730.7643256504,3974791.5998827983,,,,,3161488.8244696995,,,9859846.045495056,11271146.231431236,2250037.75632839,,17112.12842442731,1051122.6084797923,,2242487.4227785585,24997.63835051396,0.8171867723364299,127.60846688722694,6.221597906937859,5.946755672056072,468.6168233979503,40.91832476750729,6.117262568668298,1668.719446299589,1690.4107097022195,532.3803799867721,155.5274021611335,9.219739127673632,636.1920197410658,515.6931997407579,769.5144996522379
E06000002,2023,153186,16.666666666666668,42.21991565808886,8398.0,54.8222422414581,661.25,4.316647735432742,8.35244886442752,1.580203772,Middlesbrough,37.0,446921.0,3845606.085770047,123.33974216072001,18924.81285471019,1006.90749862818,713.01891431786,68820.07381846325,6192.79882779089,957.14621070206,257939.55218163796,270354.070137725,84260.30392703888,24231.52303783581,1401.64446201891,97173.72769455372,82951.18396342544,116389.91892299031,3769296.209360189,,,,,2941074.302945412,,,10135974.567656884,12171273.875240956,2359084.350250736,,18147.176996652426,1049181.9232673442,,2288430.0388167556,25104.1615145643,0.8051632796777773,123.5413997017364,6.573103930047002,4.654595813702688,449.25824695770666,40.42666319239937,6.248261660347943,1683.8324140694185,1764.874532514231,550.0522497293413,158.18366585612137,9.149951444772434,634.3512311474528,541.5062992925295,759.7947522814768
E06000002,2024,154700,16.8409825468649,42.41887524240465,7685.0,49.67679379444085,649.25,4.19683257918552,9.07947945,1.709757686,Middlesbrough,45.0,459139.0,4061794.485254012,83.5451584652,17875.6151044359,1195.2338228501,669.3152292447,70558.9791892545,6612.1154477923,980.5456996918,273037.571811925,302616.7962136574,91793.4153627449,26542.1195279313,1137.7139819097,92751.4198844961,93269.266272498,121693.33070662459,3493039.024204178,,,,,2851653.2245546835,,,10511158.825301787,13753797.775607163,2523114.594302055,,14411.27758620134,962436.7625243361,,2329639.7717258963,26255.943666800336,0.5400462732074983,115.55019459880995,7.726139772786684,4.326536711342599,456.1019986377149,42.74153489199935,6.338369099494505,1764.9487512083062,1956.1525288536357,593.3640294941493,171.57155480240013,7.354324382092436,599.5566896218236,602.9041129443956,786.6407931908507
E06000002,2025,152795,17.36706044045944,41.89011420530777,,,698.25,4.569848489806604,,,Middlesbrough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000003,2011,135164,19.550324050782752,35.854221538279425,,,,,,0.338228971,Redcar and Cleveland,16.0,406414.0,3483511.133417682,245.6341021402,21256.0408647668,855.6024715187,829.8190709937,59263.2320075403,7486.4943391036,1469.4543756391,167955.9582416367,220987.3413106043,49548.9398975825,19437.8114185027,2242.9374825612,107660.8421209489,30978.5703527827,122515.0929345092,4500878.541409912,,,,,,,,,,,,,,,,25772.477386121172,1.8173041796647038,157.26111142587376,6.33010617855864,6.139349760244592,438.454263025216,55.388227184040126,10.871640197383178,1242.6086697762473,1634.957098862155,366.58385293112445,143.8090868759633,16.59419285135983,796.5200950027292,229.1924651000466,906.4180768141605
E06000003,2012,134951,20.276989425791584,35.199442760705736,163.0,1.207845810701662,,,6.51420335334148,0.340782493,Redcar and Cleveland,13.0,405498.0,3597633.842217961,231.5362800396,22615.1705832146,818.0761508997,704.3102664949,62616.7511279234,7849.2563489462,1621.3082011305,183228.2107149825,234569.95854387782,54348.5482956052,20077.7506492391,2278.3365135954,113914.8390216352,37485.0290597356,129865.1432304254,4654732.137449602,,,,,,,,,,,,,,,,26658.815734733056,1.7157062936888205,167.58060765177436,6.062023630056094,5.219007391533965,463.99619956816474,58.163750909190746,12.014051034305044,1357.7388141990982,1738.1861456667814,402.7280145801454,148.77807981592653,16.882694560213704,844.1200066812042,277.76770131185094,962.3133080186541
E06000003,2013,134838,20.727094735905307,34.72759904477966,138.0,1.023450362657411,,,6.69683245004312,0.369320065,Redcar and Cleveland,11.0,404953.0,3674262.17881714,177.35894819290002,23731.0538110354,859.5566728365001,734.3409748385,63998.6674354007,8107.0308764296,1583.8352070201,193168.0994267202,243302.2095375647,57990.966758453,20140.8620913616,2462.2911677581,113333.0654952004,43643.5908649646,133013.5985829539,4695053.173660197,,,,,,,,,,,,,,,,27249.45622760008,1.315348404699714,175.996779921353,6.374736148834158,5.446098094294634,474.63376374168035,60.12422964171524,11.746208094306501,1432.5939232762294,1804.4038738157246,430.07881130284494,149.37081602635456,18.261107163841796,840.5128042183984,323.6742673798529,986.4696790441412
E06000003,2014,135106,21.28328867703877,34.227939543765636,181.0,1.3396888369132385,2.5,0.018503989460127605,6.88518459665801,0.371569604,Redcar and Cleveland,13.0,404895.0,3803124.8315768787,209.927984354,25308.0053616349,788.9406285228,798.4671550656,66833.2974234119,8320.2124126686,1585.5935073478,207947.8266619397,248709.59130692988,60731.8810772082,21073.1115777084,2134.4793680646,117105.7205085759,50919.1575813846,134277.2139237666,5020889.150828171,,,,,4919281.6825541025,,,7263455.267156216,8425829.590563992,1693579.5663318692,,25878.099146161654,1300207.4155973885,,2353818.212644731,28149.192719619252,1.5538020839488993,187.31962578741803,5.839419629940935,5.909931128636774,494.67305244335483,61.58284911601705,11.73592221920418,1539.1457571235896,1840.8478624704298,449.51283493855345,155.9746538104037,15.798553491810873,866.769207204535,376.88302208180687,993.8656604722706
