utla,year,population,pct_age_65plus,pct_age_15_44,intl_in_per_1000,hiv_prev,diabetes_prev,tb_count,qty_anti_tnf,qty_antituberculosis,qty_calcineurin_antiproliferative,qty_jak_inhibitor,qty_other_biologic,qty_systemic_corticosteroid,cost_anti_tnf,cost_antituberculosis,cost_calcineurin_antiproliferative,cost_jak_inhibitor,cost_other_biologic,cost_systemic_corticosteroid,pct_non_uk_born,rate_antituberculosis,costrate_antituberculosis,rate_anti_tnf,costrate_anti_tnf,rate_other_biologic,costrate_other_biologic,rate_jak_inhibitor,costrate_jak_inhibitor,rate_systemic_corticosteroid,costrate_systemic_corticosteroid,rate_calcineurin_antiproliferative,costrate_calcineurin_antiproliferative
E06000042,2023,300323,14.097155396023616,41.23959869873436,24.447012050359117,3.387725353,7.43416435826408,24,1342167.2973937138,9779.290034016345,24060505.292734664,601411.9836827777,1247479.5282975468,2776096.7984145507,6938598.157978357,59005.96629991566,310872.3810084508,625391.0230830676,4196973.802845228,109420.37736760889,25.722457767357277,32.56257440827491,196.47501623224215,4469.079282618094,23103.78545092569,4153.79284402975,13974.866403323183,2002.5505328688703,2082.3946986513442,9243.703607164787,364.3423159984713,80115.42669970219,1035.1267835245746
E06000042,2024,305806,14.290759501121626,41.21861572369411,21.33378677985389,3.418351173,7.656394202,29,1580141.5445513441,9841.932713138305,27098460.91166179,1351657.506884125,1638350.9009123747,3034433.1016293666,8068565.399067111,47755.96068974211,357676.4648765409,1012599.3373795588,4744145.586793062,114202.07469660594,25.722457767357277,32.18358277188252,156.16423709718615,5167.137154115172,26384.588265328708,5357.484486610382,15513.57915408155,4419.983606875356,3311.247448969473,9922.738931313861,373.4461544136019,88613.24143954595,1169.6188592654848
E06000043,2011,272952,13.133811073009172,48.9917641196987,,7.639691353,,23,,,,,,,,,,,,,19.613652438760344,,,,,,,,,,,,
E06000043,2012,274051,13.332189993833264,48.52563938828904,21.700340447580924,7.71916914,4.16475305523611,31,,,,,,,,,,,,,19.613652438760344,,,,,,,,,,,,
E06000043,2013,275494,13.459458282213042,47.98180722629168,22.472358744655057,7.941568851,4.1407980630621,15,,,,,,,,,,,,,19.613652438760344,,,,,,,,,,,,
E06000043,2014,275999,13.608744959220866,47.36502668487929,24.27545027337056,8.015352249,4.14135911377155,22,,,,,,,,,,,,,19.613652438760344,,,,,,,,,,,,
E06000043,2015,277351,13.642640552945544,46.92213116231778,23.576623123767355,8.169917107,4.13261212565598,24,,,,,,,,,,,,,19.613652438760344,,,,,,,,,,,,
E06000043,2016,279796,13.634576620108936,46.73369168965961,26.287009106634837,8.206807137,4.13600519163832,19,,,,,,,,,,,,,19.613652438760344,,,,,,,,,,,,
E06000043,2017,279500,13.66153846153846,46.26404293381037,23.638640429338103,8.212352753,4.27836765022194,15,,,,,,,,,,,,,19.613652438760344,,,,,,,,,,,,
E06000043,2018,281250,13.643022222222225,46.25208888888889,23.93244444444444,7.984721184,4.09636897120851,19,,,,,,,,,,,,,19.613652438760344,,,,,,,,,,,,
E06000043,2019,279920,13.820734495570164,45.98992569305516,25.43226636181766,7.948039055,4.21858492887017,10,329022.7432184484,3008.112084801404,10023421.168569602,83228.49219284707,507331.12286264205,1510371.5970060774,1426680.0585087116,6540.487633587503,90936.21918297131,242349.49106446677,1059491.7689236614,58629.62095847308,19.613652438760344,10.7463278250979,23.36556028003538,1175.417059225666,5096.742135284051,1812.4147001380468,3784.9805977552924,297.329566279105,865.7812627338767,5395.725910996275,209.45134666502244,35808.16364879109,324.86502994773974
E06000043,2020,278496,13.957830633115018,45.609272664598414,21.124181316787315,7.317430973,4.26544067753559,12,370546.1764237724,2089.4274470179944,9365544.241165994,107386.68862762743,493739.3902276964,1192274.9336215055,2127677.6764185503,7188.8717527561985,107766.79280530226,401534.3444767279,1501823.7584610388,57334.32666804003,19.613652438760344,7.502540241217089,25.813195711091716,1330.5260270300917,7639.885946004792,1772.877851845974,5392.622366070029,385.5950844092103,1441.7957330687975,4281.120495883264,205.87127523569467,33629.008104841705,386.95993050278014
E06000043,2021,276454,14.19295796045635,45.20064820910531,14.707690972096623,7.477081299,4.3765233325624,15,962542.3621146106,6090.9995557888315,47535425.1742851,290545.7906631987,1083651.1650707272,2420879.681869308,5462644.050909658,26636.599507068237,427210.25010599766,790852.085731249,3269887.1751068337,118136.83240124532,19.613652438760344,22.032596944840126,96.35092820891806,3481.7451080997585,19759.685339729785,3919.8245099391843,11827.9611620987,1050.9733650560263,2860.700462757815,8756.898731323505,427.3290760894953,171946.9610650781,1545.3212834901924
E06000043,2022,278709,14.20585628738218,45.53997179854257,23.834895895001598,7.275579929,4.54102355808286,10,1080285.648251601,7697.490116422293,60504429.50985163,386351.7679517715,1174125.2867838165,2929606.933953436,5987112.376862406,29540.01050348715,498590.9733851291,857637.1093075937,3903172.8853884498,139081.54244106493,19.613652438760344,27.61837657349527,105.988721223524,3876.0343162639206,21481.589675476593,4212.728282128732,14004.473789466612,1386.219203369003,3077.177663109529,10511.346723476587,499.0206360076816,217088.17982143248,1788.930294267961
E06000043,2023,282366,14.15715773145492,46.23750734861846,26.61793558714576,6.929133892,4.71686228399857,13,1356201.3337366043,7896.828336809022,57903528.7162249,913327.9016672721,1561712.3143155267,2896453.8068453562,7650099.940676287,33790.11344907777,523253.79402407084,1156883.6545989949,4953081.885028013,136070.72477780224,19.613652438760344,27.966640235754387,119.66778383048161,4802.990918653819,27092.85091220716,5530.80864663425,17541.353721864576,3234.553386977441,4097.106785515943,10257.799476018205,481.89486261732026,205065.51325664175,1853.1048144042516
E06000043,2024,285063,14.304206438576736,46.49638851762593,25.106730792842285,6.495484352,4.974586729,13,1378670.2984592672,7740.161071952112,61865849.58438307,1083416.6065179976,1544200.9834013877,2936266.331126518,7563611.998391436,46061.60969968253,566665.6283024319,1479128.490015541,5150315.590764065,141197.81539952676,19.613652438760344,27.1524577793404,161.58396459618584,4836.370551279077,26533.12425110041,5417.05161105225,18067.288952842235,3800.6216398410093,5188.777533441874,10300.41194797823,495.32143911881496,217025.18244873264,1987.8610282724587
E06000044,2011,205433,13.415079368942672,47.30642107159025,,1.659525633,,16,,,,,,,,,,,,,16.930718300581315,,,,,,,,,,,,
E06000044,2012,205729,13.846856787327017,46.93358738923536,14.154543112541257,1.831117034,5.37240912150831,23,,,,,,,,,,,,,16.930718300581315,,,,,,,,,,,,
E06000044,2013,205905,14.05696801923217,46.4165513222117,15.711128918676089,1.739287615,5.53285737231779,19,,,,,,,,,,,,,16.930718300581315,,,,,,,,,,,,
E06000044,2014,206200,14.263821532492726,45.85160038797285,16.57129000969932,1.876172662,5.67626203247276,10,,,,,,,,,,,,,16.930718300581315,,,,,,,,,,,,
E06000044,2015,207873,14.239944581547388,45.65287459169782,18.366983687155138,1.88113308,5.87056030712963,17,,,,,,,,,,,,,16.930718300581315,,,,,,,,,,,,
E06000044,2016,209951,14.205219313077814,45.49775900090974,18.99490833575453,1.965296745,5.65834847417405,11,,,,,,,,,,,,,16.930718300581315,,,,,,,,,,,,
E06000044,2017,210965,14.23601071267746,45.30798947692745,16.67101177920508,1.991814613,6.0955564380902,12,,,,,,,,,,,,,16.930718300581315,,,,,,,,,,,,
E06000044,2018,211215,14.342257888880996,45.16345903463296,17.645527069573657,2.058750868,6.24501088038141,12,,,,,,,,,,,,,16.930718300581315,,,,,,,,,,,,
E06000044,2019,210412,14.51057924452978,45.145238864703536,20.578674220101515,2.237201691,6.6175989175269,13,916007.7919381497,7476.47507630832,128002873.48806097,90967.81887711675,922408.0363310104,2878325.9401572472,3561278.7406805228,17027.259401306044,781465.6470912419,308800.6140590503,1538860.0557975518,80584.95384787087,16.930718300581315,35.53255078754216,80.92342357520505,4353.4009083994715,16925.26443682168,4383.818586064533,7313.556526232115,432.3318958857705,1467.599823484641,13679.476171307944,382.98649244278306,608343.9798493477,3713.97851401651
E06000044,2020,209142,14.667546451693108,44.94601753832325,21.7651165237016,2.327726364,7.00226576479256,12,972117.7614788278,5014.164412962833,138716378.69715253,125392.14454914552,983455.9205756364,2334385.652550054,4981801.688600526,16246.646159039143,1094580.3388003658,521935.35595835955,2423111.823697132,76639.5336179778,16.930718300581315,23.97492810130358,77.68236967724867,4648.123100471583,23820.187664842673,4702.335831997572,11585.964673270468,599.5550609114646,2495.6027768614604,11161.72577746246,366.4473592964483,663264.0918474172,5233.670610400425
E06000044,2021,207119,14.940686272143068,44.57147823232055,19.240146968650876,2.402112007,7.04701901761755,10,1024191.9814032543,5697.641111573662,126399431.72563389,266095.25897266844,1145344.7770819212,2690059.9535218645,5262640.928319588,19137.075043925062,1006473.6406097312,568446.0604551266,2772583.1599068376,79958.30155091616,16.930718300581315,27.509021922535652,92.39652105275259,4944.9446038424985,25408.7791478309,5529.887538477499,13386.425967230614,1284.7457692083703,2744.5384559365707,12987.992185757292,386.0500560108738,610274.4399385565,4859.397933602089
E06000044,2022,209614,14.959878634060702,45.10671997099431,31.82039367599492,2.470280647,7.13802346991769,18,1037184.4859969512,5724.928359846458,123661754.10035224,621460.758712176,1199987.1593250448,2776852.006479755,5212253.893034786,18436.88685474007,1019961.0437966229,726986.444659565,3049603.00058847,85074.6460149487,16.930718300581315,27.311765243955357,87.9563714958928,4948.068764476377,24865.962641020094,5724.747198779876,14548.660874695728,2964.786506207486,3468.2151223657056,13247.454876486088,405.8633775174783,589949.8797807029,4865.901341497337
E06000044,2023,213939,14.775707094078218,45.95328574967631,41.23605326752018,2.551928282,7.31942764909513,18,1152420.425653321,8098.285195513233,141538681.03206572,1210079.8096854256,1482660.3508430775,3143327.2993899244,5691835.760910925,34369.280759892456,1177247.102551536,987513.5218562495,3484694.904785733,89849.27883631694,16.930718300581315,37.85324412806096,160.64990843134004,5386.677630788781,26604.947021865697,6930.29485434202,16288.26396676498,5656.190828626037,4615.864904745042,14692.633411345872,419.9761559898706,661584.2881946055,5502.723218074012
E06000044,2024,212936,15.087162339857986,45.55312394334448,36.93128451741368,2.665442467,7.573742152,16,1588875.9848060047,9758.054687916143,172058794.58342,1695076.7428256418,1856597.4442265113,3441314.2500681924,8204639.015936454,38340.3372753441,1441333.6301146636,1420708.180133959,4879591.037434473,91232.3220776988,16.930718300581315,45.82623270802562,180.0556846909123,7461.7536950351505,38531.00939219509,8719.039731311339,22915.763597674762,7960.4986607508445,6671.996187276736,16161.260895612731,428.4494969272401,808030.5565213022,6768.8583899137
E06000045,2011,235870,13.119091024717005,49.40772459405605,,1.793467402,,51,,,,,,,,,,,,,24.13782020377334,,,,,,,,,,,,
E06000045,2012,238097,13.31390147712907,49.29587521052344,22.53703322595413,1.976133466,5.3694825595111,41,,,,,,,,,,,,,24.13782020377334,,,,,,,,,,,,
E06000045,2013,239484,13.415927577625228,48.82831420888243,24.69058475722804,2.033349514,5.35462694830563,39,,,,,,,,,,,,,24.13782020377334,,,,,,,,,,,,
E06000045,2014,241230,13.487128466608633,48.71533391369233,28.400281888653986,2.181487083,5.46454990730839,29,,,,,,,,,,,,,24.13782020377334,,,,,,,,,,,,
E06000045,2015,244666,13.394178185771624,48.77996942770961,29.791634309630272,2.249019861,5.52118468281597,23,,,,,,,,,,,,,24.13782020377334,,,,,,,,,,,,
E06000045,2016,248662,13.298372891716468,48.85225728096774,31.88263586716104,2.248450756,5.59020426846713,34,,,,,,,,,,,,,24.13782020377334,,,,,,,,,,,,
E06000045,2017,250492,13.24832729188956,48.72770387876659,28.36417929514715,2.405390024,5.68912060693191,34,,,,,,,,,,,,,24.13782020377334,,,,,,,,,,,,
E06000045,2018,250803,13.360286758930316,48.41648624617728,28.52836688556357,2.453143835,5.80150382382554,29,,,,,,,,,,,,,24.13782020377334,,,,,,,,,,,,
E06000045,2019,249428,13.59430376701894,47.88195391054733,30.36948538255529,2.573340178,5.9045407768394,23,1086180.6327175417,12880.33636410527,19944222.146560542,97846.64516361481,1068892.5347461107,2986946.1694755913,4380407.571191017,53898.22609265549,158092.23205271357,300636.4338042177,2306840.6374492007,123831.9509639351,24.13782020377334,51.63949662469839,216.0873121408001,4354.68605255842,17561.811709956448,4285.3750771609875,9248.523170811619,392.2841267364322,1205.3034695552133,11975.183898662506,496.4637128306971,79959.83669259482,633.8191063261285
E06000045,2020,248679,13.68712275664612,47.61278596101802,33.27582948298811,2.491577148,6.0861531850897,21,1095119.8477996956,11717.848675833524,18732268.743032224,148658.6432214598,1044371.8521516421,2625175.4316095198,5611519.735766417,85936.6109861597,260449.2948042696,625539.0472148781,3380439.729400032,143244.71698141648,24.13782020377334,47.12037878483316,345.5724487639073,4403.748799857228,22565.314062572303,4199.67850985263,13593.587433599268,597.7933127504124,2515.447815114578,10556.482178268048,576.0225711918437,75327.10338642275,1047.3312776883838
E06000045,2021,247672,13.891760069769695,47.2386866500856,29.89437643334733,2.538772821,6.18673393486627,18,1212279.1271636654,10632.257786949283,27459002.6227642,356398.6357743967,1356998.8039470534,3040538.082838336,6247032.9415080715,47619.08009901461,284335.8845341738,986270.7233470144,4786870.79097344,152371.26387396164,24.13782020377334,42.92878398425855,192.2667079807754,4894.695917034083,25223.008420443457,5479.015811020437,19327.460475844826,1438.9944595044926,3982.164812118505,12276.470827700894,615.2139275895605,110868.41719194823,1148.034031033681
E06000045,2022,252949,13.713436305342183,48.07688506378757,36.746537839643565,2.664918661,6.281792089765,27,1285276.240229773,12090.413556131605,33411310.242330465,864356.7416626753,1394087.1281051282,3139397.2799727223,6474978.6049805125,44009.004677763725,349575.32720523735,1242465.1367154745,5304458.898710159,136638.03163860788,24.13782020377334,47.79783100993325,173.98370690441047,5081.167508983128,25597.96087345873,5511.336783719755,20970.46795484528,3417.1186352295335,4911.9195439217965,12411.186760859786,540.1801613709005,132087.1410534553,1381.9992457184544
E06000045,2023,258617,13.618207619762044,49.0358329112162,47.20107340198054,3.021021128,6.37233420975752,21,1393572.1337580273,12784.679214471991,35794281.50055661,2323092.8506144127,1563133.1063444417,3019553.159090982,6832410.045756287,62598.94399452807,387152.7344710824,1511402.5538091722,6025615.378044052,112647.24817593093,24.13782020377334,49.434798232413144,242.05270339741034,5388.555793927033,26419.029088405972,6044.200908464802,23299.378532904073,8982.753842997223,5844.173251600522,11675.772122834083,435.57557382511953,138406.5297353098,1497.011930658396
E06000045,2024,260604,13.70815490168992,49.32387837485226,43.24569077988059,3.038076401,6.498953288,32,1532286.7779438326,14021.33050981253,37122160.972674824,3189911.3904338283,1741456.7386586496,3257534.834025824,7672865.178472834,65083.12566575051,385951.0759209213,1935290.4416622052,6888411.930323083,115954.59476173135,24.13782020377334,53.80320528392707,249.7395499138559,5879.751569215486,29442.622440456915,6682.3868346558365,26432.487338348925,12240.454445955658,7426.173204026819,12499.941804522663,444.945567841366,142446.62772894822,1480.9867688942659
E06000046,2011,138392,24.0223423319267,32.323400196543155,,0.422527522,,6,,,,,,,,,,,,,6.107756287919786,,,,,,,,,,,,
E06000046,2012,138632,24.912718564256448,31.924086790928506,3.318137226614346,0.50460279,6.23600044966645,7,,,,,,,,,,,,,6.107756287919786,,,,,,,,,,,,
E06000046,2013,138146,25.57511618143124,31.371881922024524,3.228468431948808,0.508381426,6.43242833043155,2,,,,,,,,,,,,,6.107756287919786,,,,,,,,,,,,
E06000046,2014,138899,26.160015550867897,30.90303025939712,3.693331125494064,0.591960371,6.60129694404939,3,,,,,,,,,,,,,6.107756287919786,,,,,,,,,,,,
E06000046,2015,139316,26.62867150937437,30.449481753710987,3.366447500646013,0.525210083,6.63846540459038,1,,,,,,,,,,,,,6.107756287919786,,,,,,,,,,,,
E06000046,2016,139650,27.13641245972073,29.98209810239885,3.967060508413893,0.389121294,7.00910467883953,3,,,,,,,,,,,,,6.107756287919786,,,,,,,,,,,,
E06000046,2017,141277,27.491382178273888,29.57664729573816,3.4542069834438727,0.418573499,7.20284051030098,1,,,,,,,,,,,,,6.107756287919786,,,,,,,,,,,,
E06000046,2018,141665,27.902445911128368,29.168107860092476,3.5859245402887097,0.631463706,7.34737223393045,2,,,,,,,,,,,,,6.107756287919786,,,,,,,,,,,,
E06000046,2019,141764,28.51429135746734,28.90860867357016,3.3294771592223698,0.552791595,7.58820051244991,2,1252419.3720704205,3642.838894681913,9261192.682101479,79319.69893907865,663899.4152041477,1954512.661224084,3388168.60901479,10276.615965858524,54132.85213576801,295259.6261119033,1202813.1308988703,79596.84239814544,6.107756287919786,25.696501895276043,72.49101299242773,8834.537485330695,23900.063549383412,4683.131226574784,8484.616199450287,559.5193345213075,2082.7546211443196,13787.087421518043,561.4742981162033,65328.240470792865,381.85189565593527
E06000046,2020,140915,28.963559592662243,28.726537274243334,3.157932086718944,0.653771281,7.65774947613884,1,1126293.1064607077,3616.1935252841336,10525555.24964479,112109.65874244607,547197.652061775,1725397.36591701,4082897.3139656475,13585.052221541035,79765.63425393899,594715.612127259,1659510.43068357,97513.3411994436,6.107756287919786,25.662232730966423,96.40600519136383,7992.71267402837,28974.18524618137,3883.1753330857255,11776.676937753753,795.583569828947,4220.385424740155,12244.242031841963,692.0011439480793,74694.35652446361,566.0549569168576
E06000046,2021,140885,29.314689285587537,28.64463924477411,3.4070341058309968,0.747491598,7.83962625037644,1,1136359.0026775782,2498.339034973196,11330988.976116138,170002.93082174106,723494.0618307231,2085550.4042639043,4439237.057912033,8443.664087463814,77011.42439074964,822901.6867493753,2160236.261588132,112698.4124194522,6.107756287919786,17.733179791838705,59.933024008686616,8065.862247063762,31509.650125364893,5135.35196671557,15333.330458090868,1206.6787154185404,5840.946067710369,14803.211159909886,799.9319474710026,80427.22061338069,546.6261446623107
E06000046,2022,140682,29.71666595584368,28.43931704127038,5.331172431441122,0.770001888,8.04382965243313,0,1140214.4539446607,2068.0795309414534,10814381.055166733,230632.62815431503,650757.2236021806,2188707.614634858,4554603.301692691,6396.374612872838,74672.43064709929,930129.1339227892,2364104.7388612423,113808.28436195069,6.107756287919786,14.70038477517702,45.46690132975674,8104.906483733957,32375.16741084638,4625.7319600388155,16804.600011808492,1639.3897453427946,6611.571728599176,15557.836927502154,808.9754507467245,76871.10685920538,530.7888048726866
E06000046,2023,141169,29.8670387974697,28.66918374430647,7.303303133124127,0.861842275,8.38403287919485,0,1136505.1332299495,2619.475219917649,12956813.867622478,370539.2193840338,718709.5796753414,2397492.61046084,4643579.663222582,10578.410878754206,86351.93876784439,1086560.637673149,2776329.477090781,109988.0651443656,6.107756287919786,18.55559804147971,74.93437566855475,8050.670708370461,32893.763242798224,5091.1289282727885,19666.707826015492,2624.7916991976554,7696.878476670861,16983.138015150922,779.1233567168827,91782.28837508573,611.6919349704566
E06000046,2024,141356,30.346076572625144,28.645405925464782,6.699397266476131,0.890277028,8.744571973,1,1160271.455637637,3479.134558732822,14380630.371896645,504777.85221233254,730640.0900256588,2364467.943188981,4893716.744889409,9912.863877775268,97877.05655950459,1354607.774717257,3049593.900650497,100728.4869802878,6.107756287919786,24.612570805150273,70.12694104088449,8208.1514448459,34619.8020946363,5168.7943209036675,21573.855376853455,3570.9687046346285,9582.952083514367,16727.043374097888,712.587275957779,101733.42745901586,692.4152958452743
E06000047,2011,512994,18.13159608104578,37.81116348339357,,0.529242277,,5,,,,,,,,,,,,,4.386667228519658,,,,,,,,,,,,
E06000047,2012,513122,18.802935754070184,37.283531012117976,5.259957670885287,0.530648232,6.77039421579941,16,,,,,,,,,,,,,4.386667228519658,,,,,,,,,,,,
E06000047,2013,513179,19.26053092585628,36.843284701829184,5.5126963496168,0.600059032,6.8882542478941,9,,,,,,,,,,,,,4.386667228519658,,,,,,,,,,,,
E06000047,2014,513604,19.70934805803693,36.37607962554809,5.589909735905484,0.591360152,6.97967341243204,10,,,,,,,,,,,,,4.386667228519658,,,,,,,,,,,,
E06000047,2015,513924,20.05024089164935,35.96057004537636,5.923054770744312,0.665406823,7.28914961785606,10,,,,,,,,,,,,,4.386667228519658,,,,,,,,,,,,
E06000047,2016,514431,20.38407483219324,35.429241239349885,6.160204186761684,0.729571998,7.56230408394656,7,,,,,,,,,,,,,4.386667228519658,,,,,,,,,,,,
E06000047,2017,515911,20.582619870481537,35.06360593203091,5.785881673389402,0.722354889,7.637932516135,9,,,,,,,,,,,,,4.386667228519658,,,,,,,,,,,,
E06000047,2018,516648,20.869141078645423,34.78809556990446,5.634397113702173,0.7449947,7.91090949296003,15,,,,,,,,,,,,,4.386667228519658,,,,,,,,,,,,
E06000047,2019,518562,21.127271184544952,34.7759766431015,7.046409108264778,0.861726344,8.1140350877193,8,2314520.4633469656,8198.983333059607,78057554.00331515,349339.9409742813,2804278.3255831013,6861027.485329389,10440743.284001593,18788.872111018154,504783.6933078384,999593.2593747906,5854579.75158626,203049.3016760242,4.386667228519658,15.810999134258982,36.23264356242485,4463.34375320013,20134.03080827672,5407.797574027987,11290.02848567049,673.6705369353737,1927.6253550680353,13230.872075719757,391.5622465125177,150526.9456753776,973.4297794821804
E06000047,2020,519204,21.26659270729809,34.977195861357,7.725287170360783,0.840277553,8.25810091016587,7,2499269.0474565895,7031.71493408372,88874305.98421417,405652.33407664846,2686302.7177539486,5635882.033060125,13375365.353376303,24992.924605684333,683215.4262269622,1540767.6682234707,7785985.271899056,191328.82844126227,4.386667228519658,13.54326032558247,48.137003192741844,4813.655225030218,25761.291040470227,5173.886791615529,14996.004021346245,781.296627292256,2967.557392130012,10854.850950801852,368.50414950821306,171174.15502233067,1315.8901438104526
E06000047,2021,521447,21.477734074603937,35.14048407604224,5.900887338502283,0.867311597,8.4721880569833,14,2627180.0724626435,7186.209937908619,102358421.67699032,512460.1515592861,2993686.403834474,6505405.866186389,13671590.314091496,31921.090969363893,743562.3643552568,1879206.3263583274,8743917.910796462,216246.62398423135,4.386667228519658,13.781285419052404,61.21636708881994,5038.249472070303,26218.561644983085,5741.11348580867,16768.56499470984,982.7655573035919,3603.8299699841546,12475.679917971316,414.704896152881,196296.8847783002,1425.959616903073
E06000047,2022,527377,21.572613140125565,35.73572605555419,9.25144630880755,0.906986475,8.74174371815128,2,2978125.864853915,6925.056012202667,104391315.14113295,826707.1167695011,3391434.214244901,6930130.310024201,15536187.569910284,33268.46520073023,748273.6107650385,2145121.151648831,10676270.74796273,222324.35683472225,4.386667228519658,13.131130125512996,63.08288985058171,5647.052990278141,29459.357480341925,6430.758668362293,20244.096249860595,1567.5828046530303,4067.528829753347,13140.751891008142,421.5662739078918,197944.38350768606,1418.8590150215853
E06000047,2023,533311,21.694845971675065,36.22951711102903,11.173592894202445,1.011295557,9.07613361138862,1,3433963.8290766557,8346.022683889181,107646944.67266841,1617195.8777067722,3791429.2827792517,7021261.441561143,17362563.99553899,40184.1176004963,805540.7652812885,2425025.750859262,11837279.04329243,218521.17079865778,4.386667228519658,15.649447852921057,75.34837571416358,6438.9518106258,32556.170781287074,7109.227604117019,22195.82765645642,3032.3692511625904,4547.113693247021,13165.416504743278,409.7443532922774,201846.47358233453,1510.4521850876667
E06000047,2024,536793,21.992648935436936,36.26612120500826,11.248283789095607,1.063602805,9.658138626,8,3817225.6110700755,10286.60910132109,116855703.99964309,3533489.0806733044,4306299.276166262,7704592.332973312,19562184.455039166,54404.77899412151,908676.5390596152,3143693.8986048307,12797771.786938898,228041.30636777703,4.386667228519658,19.163083537455016,101.35150606308486,7111.168757919861,36442.69663546128,8022.271669277099,23841.16742755382,6582.5915775230005,5856.436091016147,14353.004478399145,424.8216842763915,217692.3022461975,1692.7876091149012
E06000049,2011,370736,19.437551249406585,35.4724116352337,,0.673151672,,12,,,,,,,,,,,,,8.311223901257359,,,,,,,,,,,,
E06000049,2012,372501,20.19699275975098,34.9488994660417,4.346297056920653,0.721754253,5.90899479702176,9,,,,,,,,,,,,,8.311223901257359,,,,,,,,,,,,
E06000049,2013,373956,20.80886521408936,34.477853009444964,5.102204537432211,0.787619591,6.03264464594871,21,,,,,,,,,,,,,8.311223901257359,,,,,,,,,,,,
E06000049,2014,376574,21.31427023639444,34.02545050906329,5.573937658999293,0.894963801,6.09920648478362,12,,,,,,,,,,,,,8.311223901257359,,,,,,,,,,,,
E06000049,2015,378511,21.612053546660466,33.7480284588823,5.7646937605512125,0.896706164,6.26734382364784,18,,,,,,,,,,,,,8.311223901257359,,,,,,,,,,,,
E06000049,2016,381414,21.85840058309344,33.37816650673546,6.900638151719654,0.92871958,6.45259986092869,17,,,,,,,,,,,,,8.311223901257359,,,,,,,,,,,,
E06000049,2017,384221,22.040180000572587,33.07471481256881,5.538479156527103,0.951837957,6.50496952088486,7,,,,,,,,,,,,,8.311223901257359,,,,,,,,,,,,
E06000049,2018,386891,22.21478400893275,32.76685164555391,5.6475854956564,0.970106184,6.60353064853778,6,,,,,,,,,,,,,8.311223901257359,,,,,,,,,,,,
E06000049,2019,390556,22.399348620940405,32.74588023228423,5.228443552269073,1.058953285,6.66025767731038,8,1555137.8291137384,7084.260666048238,50846421.10219005,123770.95945445384,1160295.8718082064,4442330.1346450355,6114332.979597075,15833.78255595211,535708.451246706,385000.5453668813,2338500.4966676417,152704.521768246,8.311223901257359,18.13891136238654,40.54164461934296,3981.856197609916,15655.457807835688,2970.8822084623116,5987.618924475983,316.90963512134965,985.775523527692,11374.374314170145,390.9926406667571,130189.83475401749,1371.6559244940697
E06000049,2020,393203,22.442860303710805,32.77111314003199,4.885517150174337,1.119167209,6.60442661649598,8,1581337.5647303886,7070.624314430425,60839511.20241664,142370.8304615404,1030824.0353466967,3768821.1324482746,8118014.168330434,22875.93943557426,628166.2675400953,570900.0470413248,3316589.4051742065,151132.0693153287,8.311223901257359,17.98212199406013,58.17844582969677,4021.6823491437976,20645.86020027933,2621.6077581979202,8434.80188394851,362.07971572327887,1451.921900497516,9584.924663464608,384.3614349720849,154727.99343447696,1597.562245303559
E06000049,2021,400474,22.47087201666026,33.123248949994256,5.141407432192851,1.183787584,6.70760414063272,16,1524904.291829537,8953.643061842886,67252235.49393687,204822.54155991916,1360905.2695644666,4250719.614356765,8066643.460132454,34517.44200996274,578425.7685651081,770785.1535455888,4279844.829853287,158190.99399177707,8.311223901257359,22.35761388215686,86.19146813516667,3807.7485475450017,20142.73950401887,3398.2362639383996,10686.94804120439,511.45028531170357,1924.682135533365,10614.221183789121,395.00939884181514,167931.58980092808,1444.3528632697955
E06000049,2022,406971,22.48145445252856,33.18835985856486,9.246359077182404,1.274052262,6.90945637172652,12,1648655.6865296606,8989.754980301353,71093439.44684827,311412.68719086295,1468592.8992423608,4487045.084267991,8666852.189685717,39163.470456468225,604379.7287435923,856061.9346480472,4967390.378788704,159189.5607182666,8.311223901257359,22.089424013753693,96.23159993333242,4051.039721576379,21295.99452955055,3608.5934851435627,12205.76006346571,765.1962601533351,2103.4961573381083,11025.466395069896,391.1570129524379,174689.20253985733,1485.0682941624646
E06000049,2023,414906,22.44628903896304,33.6531648132348,12.508857427947534,1.279527545,7.07716980972253,12,1867673.1358108092,11432.66349658611,73662270.4272502,398637.67385570717,1670334.4268659498,4806072.104437929,9993552.29805928,50788.44356681735,629047.901025529,876408.7369143991,6032782.7074224735,165165.69483088143,8.311223901257359,27.554828073313256,122.4095182205544,4501.436797276514,24086.30460407726,4025.8141045585016,14540.119225613691,960.7903328843332,2112.306731920963,11583.52037434486,398.0797935698241,177539.6606152965,1516.1214854100183
E06000049,2024,420472,22.663815902129038,33.771808824368804,10.63091002492437,1.445865512,7.242482084,14,1991244.0435763723,13467.175095111514,77737210.63415192,588343.5296419732,1916862.5049854184,5221224.912955083,10906251.780931411,67643.70249613204,682863.2463999566,1173817.3283467903,6957868.032705108,182022.2951996265,8.311223901257359,32.02870843982837,160.87564093716594,4735.735182310291,25938.116642562196,4558.835082919715,16547.755933106382,1399.2454423647073,2791.6658620473904,12417.532946201132,432.8999200889155,184880.82591504767,1624.0397610303578
