utla,year,population,pct_age_65plus,pct_age_15_44,international_in,intl_in_per_1000,asylum_supported,asylum_per_1000,diabetes_prev,hiv_prev,items_total,items_antituberculosis,items_oral_glucocorticoids,items_oral_hydrocortisone,items_oral_dexamethasone,items_inhaled_corticosteroids,items_conventional_dmards,items_transplant_immunosuppressants,items_proton_pump_inhibitors,items_statins,items_metformin,items_insulins,items_fluoroquinolones,items_all_antibacterials,items_vitamin_d,items_levothyroxine,mg_pred_equivalent,adq_antituberculosis,adq_oral_glucocorticoids,adq_oral_hydrocortisone,adq_oral_dexamethasone,adq_inhaled_corticosteroids,adq_conventional_dmards,adq_transplant_immunosuppressants,adq_proton_pump_inhibitors,adq_statins,adq_metformin,adq_insulins,adq_fluoroquinolones,adq_all_antibacterials,adq_vitamin_d,adq_levothyroxine,rate_total_items,rate_antituberculosis,rate_oral_glucocorticoids,rate_oral_hydrocortisone,rate_oral_dexamethasone,rate_inhaled_corticosteroids,rate_conventional_dmards,rate_transplant_immunosuppressants,rate_proton_pump_inhibitors,rate_statins,rate_metformin,rate_insulins,rate_fluoroquinolones,rate_all_antibacterials,rate_vitamin_d,rate_levothyroxine
E06000001,2023,95717,19.953613255743495,36.08449909629429,1011.0,10.562387036785523,423.25,4.4218895285059086,8.6773652454748,1.045866013,2418075.6552445604,48.09746938952,10610.51834179859,945.41459034458,312.11701889356,48608.09191635795,3409.87837677239,313.57621920466,164325.09964012698,179179.66131350357,47911.901411731684,16673.96653506101,656.92456549881,59209.07420833662,53764.76344356645,64971.06786302842,2104020.129451913,,,,,1999213.1108975136,,,6382844.591729508,8838330.664852368,1561429.9929103737,,8699.264170150956,606701.2678752192,,1430146.344842725,25262.76058844887,0.5024966243145941,110.8530181869322,9.877185769973778,3.260831606648349,507.8313352524416,35.62458473178631,3.2760765507136664,1716.780714398978,1871.973226422721,500.5579093758861,174.2006804962651,6.863196354867056,618.5847258933796,561.7054801505109,678.7829524852265
E06000001,2024,97868,20.123022847100177,36.511423550087876,1097.0,11.208975354559202,440.5,4.500960477377692,9.049566295,1.030567408,2587252.2146376255,54.7424562116,10402.1294601667,1102.1630813198,271.7416472335,49704.7971587702,3602.2569593253,316.8139499134,176614.966638523,200068.0738889344,52433.8770184871,18433.9571749572,577.1690471072,57367.6683599197,59995.9131229246,68791.954874332,1995449.370614041,,,,,1916983.236487556,,,6749483.737102445,10108541.379030682,1682488.824816479,,7506.932703883883,571266.865716526,,1473329.2193910666,26436.14066536177,0.5593499020272203,106.28734070550844,11.261730916334248,2.7766138802621896,507.8758854658335,36.80730125603159,3.2371556577573872,1804.6242555127621,2044.2644571150365,535.7611989464085,188.35530689252053,5.897423540965382,586.1739113900325,613.0289075379551,702.9054938726857
E06000001,2025,99656,20.283776190093924,36.96716705466806,,,429.75,4.312334430440716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000002,2011,138368,15.057672294172063,40.96684204440333,,,,,,1.456925154,3067012.858534582,275.4712150042,19717.6869517018,625.5409993528,615.8893208203,53054.8974725084,4974.2706100368,1655.7328705976,140091.9043713645,162280.2280936083,40799.570145806,16579.3895915891,2289.9563539213,117100.5487922579,29029.8619180511,88938.0899900591,4566571.61367223,,,,,,,,,,,,,,,,22165.62253219373,1.990859266623786,142.50178474576347,4.520850191899862,4.451096502228117,383.43329001292494,35.94957367336956,11.966154534268037,1012.4588370964711,1172.8161720456199,294.8627583386766,119.82098166909329,16.5497539454303,846.2979069745744,209.80184665566534,642.7648733092847
E06000002,2012,138472,15.38939280143278,40.65731700271535,824.0,5.950661505575134,,,5.90844118971628,1.489407301,3181629.5382773355,183.5772271194,21619.065307634,558.8237155914,690.2156562445,55716.3342374206,5347.951364146,1678.7656994271,152094.7164252007,171614.06244738182,44539.713153676,17175.748097424,2039.9412617028,123654.1004594798,33314.6505261549,93514.6496610692,4898251.067186801,,,,,,,,,,,,,,,,22976.699536926855,1.3257353625238315,156.12589770952974,4.035644141713848,4.984514242911925,402.3653463329814,38.621175141154886,12.123502942306748,1098.3788522242814,1239.3412563361676,321.65140355939104,124.03769785533537,14.73179604326362,892.9899218577026,240.58763162339608,675.3325557590646
E06000002,2013,138588,15.626894103385574,40.30652004502554,936.0,6.75383150056282,,,6.05655427982874,1.387178183,3286435.4997719666,336.9901719168,22076.0028433442,644.860742443,729.3479585423,58367.649585245796,5698.6280764826,1690.0687076259,164148.0271940147,179516.6148860245,47352.9334067707,17322.18337235,2266.8671521899,123035.0373017727,38648.733578642095,96353.8845379862,4811017.739484707,,,,,,,,,,,,,,,,23713.70897748699,2.43159704964932,159.29231133535515,4.653077773277629,5.262706428711721,421.1594769045357,41.11920279160245,12.194913756067626,1184.4317487373703,1295.3258210380734,341.68133898151865,124.99049969946891,16.356879038516322,887.7755455145661,278.8750366456121,695.2541673015428
E06000002,2014,139030,15.826799971229232,40.01798173056175,1094.0,7.868805293821477,785.75,5.651657915557793,6.17588497685717,1.41990757,3406270.2143186997,338.9431193787,23299.0086050225,636.6967793325,688.567868844,62060.035438601,6351.0013830753,1673.8057015903,176224.63685444611,185832.8820112204,50894.4593092776,17931.1554397534,2015.8140217198,123699.3471705666,44596.4971776098,98388.9355598083,4992660.227848879,,,,,4775456.687685938,,,7303741.426796013,7943733.580766803,1705398.4731612427,,25798.93270322319,1398470.4510536138,,2173260.8614307744,24500.25328575631,2.4379135393706393,167.58259803655687,4.579563974196216,4.952656756412285,446.3787343638136,45.68079826710278,12.039169255486586,1267.5295753035036,1336.6387255356426,366.0681817541365,128.9732823113961,14.499129840464647,889.7313325941639,320.7688784982364,707.6813317975136
E06000002,2015,139602,15.90378361341528,39.64771278348448,1190.0,8.524233177175113,807.5,5.784301084511684,6.33445405059238,1.448138595,3422103.676423926,239.6369585868,24174.5222792887,694.3913654654,605.84271231,65576.0363860169,6139.456770611299,1658.5292584286,181586.5823487058,185124.1340620285,52862.2798345574,18859.6244954348,1672.8755419614,115334.5234214892,49038.683492326,98526.3595292485,4966463.078064964,,,,,4783355.390035337,,,7743191.251937303,8097403.611635855,1765321.0813393646,,20601.086321580042,1342160.561783682,,2170112.58299865,24513.285457399794,1.7165725318175957,173.16744945837954,4.9740789205412534,4.3397853348089575,469.73565125153584,43.978286633510265,11.88041187396026,1300.744848560234,1326.0851138381147,378.66420133348663,135.0956612042435,11.983177475690892,826.1666983387717,351.274935117878,705.766103130675
E06000002,2016,140649,16.026420379810734,39.41798377521347,1541.0,10.956352338089856,704.75,5.010700396021302,6.61411543187222,1.213694334,3577687.884595994,165.458319538,24348.9493867685,787.7075956533,665.8830771608,70152.6059971257,6265.1902480314,1595.3995021592,193116.7443132928,192975.7350074022,57635.0376733645,20437.5262700936,1559.8522315375,112126.2745053929,56340.9480930568,103059.2094167267,5019978.411187848,,,,,4845258.242739572,,,8274857.092889475,8493828.07778093,1892784.3967286944,,19201.038120051497,1312691.310900548,,2260417.398670531,25436.994821122044,1.1763917236382768,173.11853896414837,5.600520413606211,4.734360551164957,498.7778512262846,44.54486166294393,11.343127232751034,1373.040294017681,1372.0377322796621,409.7792211346295,145.30872078787334,11.090389775522755,797.2063399341118,400.5783766187943,732.7404348180698
E06000002,2017,141213,16.230800280427438,39.05731058755214,1024.0,7.251457018829711,530.0,3.753195527323972,6.85966415896899,1.342119575,3578245.3755488195,126.1521165495,22947.4161477808,757.4007605804,824.9677074944,71195.53231814179,6211.6242169939,1486.8880970075,197964.9638061302,202469.1108643803,62350.5045600152,20697.1633959616,1620.5116634844999,101027.9220830802,60129.1088681891,105739.0846768459,4891154.877164725,,,,,4562135.3077778965,,,8454424.379704999,8943178.78759917,1979959.9073171013,,21325.254992807106,1188672.615544448,,2281509.921116466,25339.348187127383,0.8933463388604449,162.50215028206185,5.363534239626663,5.842009641423949,504.1712329469793,43.98762307290334,10.529399538339247,1401.889088158528,1433.785210032931,441.53516007743764,146.5669831811632,11.475654957295006,715.4293307491533,425.80434427559146,748.7914333442807
E06000002,2018,141057,16.447251820186167,38.80417136334957,1701.0,12.05895489057615,686.25,4.865054552414982,7.29953481037609,1.560880423,3551410.8812888204,202.3928987594,21579.8818717783,772.0041712319,734.0229294511,70564.8949897936,6221.3545094036,1267.1272212572,199189.7864683844,210825.0455705828,65910.9565125168,21295.8301306088,1657.9644428508,94523.2556869483,62356.8858315479,106334.1437747004,4576161.37896381,,,,,4232743.335004756,,,8452641.612596741,9348580.25095416,2056258.7832492534,,22219.669636827188,1110558.0928559457,,2249877.2197815785,25177.13322478729,1.4348305916005586,152.98696180819312,5.472994401071198,5.203732742445252,500.2580161905725,44.10525184431541,8.983086420788759,1412.1226629545815,1494.6088855610342,467.2646980477169,150.97322451639266,11.753861508828345,670.106805666846,442.0687086181324,753.8381205803356
