drug,model,term,irr_10pct,ci_low,ci_high,lower90,upper90,se_log_irr_10pct,p,n_obs,n_dropped_zero_exposure,n_areas,years,p_first_minus_last,corr_first_last,q_fdr,max_compatible_paf_pct,max_compatible_prevented_fraction_pct,max_compatible_paf_nc_shifted_pct
oral_hydrocortisone,"lag and lead (t-1, t+1)",exposure_lag-1,1.0024246900694729,0.9859261658685977,1.0191993011724203,0.9885592831746233,1.016484571399626,0.008467124959749509,0.7748638734273198,1489,0,149,2014-2023,0.902800807772351,-0.5733876018724907,,16.484571399625988,10.266190985924721,55.91023807246316
oral_hydrocortisone,"lag, same year and lead (t-1, t, t+1)",exposure_lag1,0.9916201049746157,0.9680659112499187,1.0157474002160312,0.9718133220137222,1.011830575189402,0.012265255178448356,0.49264942570625136,1489,0,149,2014-2023,0.9180047089912916,0.01808862875892126,,11.830575189401884,21.98877327119371,43.491674434027196
oral_hydrocortisone,"lag, same year and lead (t-1, t, t+1)",exposure,1.0184045816864529,0.9926495897845321,1.044827804971023,0.996744421596564,1.0405354366956754,0.01306878813751156,0.16287034190887573,1489,0,149,2014-2023,0.9180047089912916,0.01808862875892126,,40.53543669567535,3.152932222911944,0.0
oral_hydrocortisone,"lag, same year and lead (t-1, t, t+1)",exposure_lag-1,0.9932513819759208,0.9731213075427475,1.0137978689298601,0.9763287651603786,1.0104673169544678,0.010446447914774618,0.5168490781216899,1489,0,149,2014-2023,0.9180047089912916,0.01808862875892126,,10.467316954467778,19.140453210739413,75.99739266861322
oral_hydrocortisone,prior 3 years (t-3..t-1),exposure_prior3,0.9970192267429259,0.9804584637759272,1.0138597148387105,0.9831013426283229,1.0111341480192415,0.008545802001131407,0.7268486412307522,1638,0,149,2014-2024,,,,11.134148019241499,14.455818186130307,49.93585294211229
oral_hydrocortisone,+ area trends (t-1),exposure_lag1,1.0063535859581032,0.9884201252266506,1.024612423526387,0.9912805852994694,1.0216557804012458,0.009173944222108805,0.4899566618500414,1638,0,149,2014-2024,,,,21.65578040124581,8.020108206568603,42.00093113136178
oral_hydrocortisone,population covariate (t-1),exposure_lag1,1.0029119777783366,0.9895210121033013,1.0164841603851162,0.9916610102836593,1.0142905940040357,0.006858176161914772,0.6715786281432923,1638,0,149,2014-2024,,,,14.29059400403564,7.697127080633054,55.87227818413161
oral_hydrocortisone,+ LTBI programme (t-1),exposure_lag1,1.0013756196241965,0.988128501371685,1.0148003323310248,0.9902456226063787,1.0126307137197377,0.006794490765744122,0.8396650750784936,1638,0,149,2014-2024,,,,12.63071371973766,8.88746091523834,49.24489508192593
oral_hydrocortisone,+ asylum support (t-1),exposure_lag1,0.9947341591237333,0.9809287604624574,1.0087338522535565,0.9831344934718922,1.0064706852398628,0.007130452589963079,0.45902608248948495,1374,0,148,2015-2024,,,,6.4706852398628225,14.431552156967209,37.68031580173733
oral_hydrocortisone,exclude COVID years (t-1),exposure_lag1,1.0016328356050268,0.9861663712843165,1.017341867027546,0.9886358492655772,1.0148006853154874,0.007939647468192838,0.8371907054649974,1191,0,149,2014-2024,,,,14.80068531548738,10.204496383691348,57.118640921518036
oral_hydrocortisone,outcome years 2018-2024 (t-1),exposure_lag1,0.9961518661566033,0.9779003231234995,1.01474405620169,0.9808108921594297,1.0117327900616169,0.009434681774522882,0.6827907553798448,1043,0,149,2018-2024,,,,11.73279006161686,16.099715979280578,40.04820910926751
oral_hydrocortisone,EPD exposure only (t-1),exposure_lag1,0.9970495526484493,0.9839581500647364,1.0103151342067431,0.9860504733234128,1.0081713232040783,0.006743420793195931,0.6612583445714633,1489,0,149,2015-2024,,,,8.17132320407831,12.241846968069387,41.58817449491155
oral_dexamethasone,primary (t-1),exposure_lag1,1.0029114051866046,0.9917226914684932,1.0142263510820602,0.9935124225951036,1.0123993055125455,0.005723944348172665,0.6115254449319654,1638,0,149,2014-2024,,,0.9253105221793411,12.399305512545522,6.092332610994354,52.15606648328759
oral_dexamethasone,FE only (t-1),exposure_lag1,1.0067084897700778,0.9936939101777365,1.0198935235437625,0.995774134627362,1.01776291242432,0.006638849581555042,0.31387929738747056,1639,0,149,2014-2024,,,,17.762912424319918,4.054526539577595,75.16219178087573
oral_dexamethasone,"distributed lag (t, t-1, t-2)",exposure,1.0001870938023896,0.9902011347039013,1.0102737590863404,0.9917992707958597,1.0086458541213983,0.005119523685685094,0.9708503973547222,1638,0,149,2014-2024,0.8949617677913713,0.13776238944768987,,8.645854121398282,7.579181087280946,35.37783810515346
