drug,model,term,irr_10pct,ci_low,ci_high,upper90,se_log_irr_10pct,p,n_obs,n_areas,years,q_fdr,max_compatible_paf_pct
transplant_immunosuppressants,population covariate (t-1),exposure_lag1,0.9991470810401044,0.9934063892606173,1.0049209470999902,1.0039907590669765,0.002939878427264823,0.7716293616506722,3233,294,2014-2024,,3.9907590669765423
transplant_immunosuppressants,+ LTBI programme (t-1),exposure_lag1,0.9987605048252657,0.9928091325515832,1.0047475524677363,1.0037829335153383,0.003049276717854131,0.6841986763128769,3233,294,2014-2024,,3.7829335153383123
transplant_immunosuppressants,+ asylum support (t-1),exposure_lag1,0.9993211927199172,0.9934527034424745,1.0052243481332315,1.0042732803002552,0.003004993033628543,0.821224883258615,2353,291,2015-2024,,4.273280300255196
transplant_immunosuppressants,exclude COVID years (t-1),exposure_lag1,1.0010491488380646,0.994606510753351,1.0075335195929767,1.0064885628622182,0.0032942272891214753,0.7502467195010945,2351,294,2014-2024,,6.488562862218211
transplant_immunosuppressants,outcome years 2018-2024 (t-1),exposure_lag1,1.000873941015903,0.9938124387701738,1.0079856185381946,1.0068392717024588,0.003612419832843313,0.8089187855839062,2058,294,2018-2024,,6.839271702458788
transplant_immunosuppressants,EPD exposure only (t-1),exposure_lag1,1.000276483614771,0.9946013005270262,1.0059840492291245,1.005064570308826,0.002902944140087946,0.9241326807866955,2939,294,2015-2024,,5.064570308825895
proton_pump_inhibitors,primary (t-1),exposure_lag1,1.0093911931577892,0.9669580689422473,1.0536864146953602,1.046438618548335,0.021911998229605042,0.6696802855061359,3233,294,2014-2024,0.8875031316217623,46.43861854833493
proton_pump_inhibitors,FE only (t-1),exposure_lag1,0.9746293308147236,0.9297278339619309,1.0216993595173478,1.013984011047875,0.02406394567734681,0.2855625067005,3234,294,2014-2024,,13.984011047875045
proton_pump_inhibitors,"distributed lag (t, t-1, t-2)",exposure,0.9939664459787276,0.924375160923166,1.0687968884245072,1.0564012609365194,0.03703338876148243,0.8701913057534297,3233,294,2014-2024,,56.40126093651937
proton_pump_inhibitors,"distributed lag (t, t-1, t-2)",exposure_lag1,1.0480240883061396,0.968893951291196,1.1336168300010474,1.1194036744273825,0.040054431189853315,0.24157036113964292,3233,294,2014-2024,,
proton_pump_inhibitors,"distributed lag (t, t-1, t-2)",exposure_lag2,0.9654570112475533,0.89266840645729,1.0441808333581426,1.0311089503550903,0.039993055844284475,0.3794038940903196,3233,294,2014-2024,,31.108950355090286
proton_pump_inhibitors,"lag and lead (t-1, t+1)",exposure_lag1,1.0422657345931086,0.9903684171105848,1.0968825769669244,1.0879156533969292,0.02605877602261876,0.1121510504391009,2939,294,2014-2023,,87.9156533969291
proton_pump_inhibitors,"lag and lead (t-1, t+1)",exposure_lag-1,0.9689877244082339,0.9079814716443045,1.0340929186071204,1.0233419687658891,0.033177536115382836,0.34234699045518924,2939,294,2014-2023,,23.341968765889103
proton_pump_inhibitors,prior 3 years (t-3..t-1),exposure_prior3,1.0062242177969634,0.9598275669315098,1.0548636144281096,1.046890890868082,0.024084977444078327,0.7966952106071661,3233,294,2014-2024,,46.89089086808203
proton_pump_inhibitors,+ area trends (t-1),exposure_lag1,0.9882029807283643,0.9315044947420797,1.0483525700977057,1.0384443841772406,0.03014648337997435,0.6938396306343135,3233,294,2014-2024,,38.44438417724057
proton_pump_inhibitors,population covariate (t-1),exposure_lag1,1.010899955090579,0.9649935497729042,1.058990207180791,1.051109894773534,0.02371165336292554,0.6475269699448286,3233,294,2014-2024,,51.10989477353396
proton_pump_inhibitors,+ LTBI programme (t-1),exposure_lag1,1.0141419963013274,0.9699594028100158,1.0603371498667649,1.0527734550035608,0.022726526683040572,0.5366351580855071,3233,294,2014-2024,,52.77345500356074
proton_pump_inhibitors,+ asylum support (t-1),exposure_lag1,0.9971734511443157,0.9524814059939104,1.0439625229528338,1.0362974075107543,0.02339497058658585,0.903699172628371,2353,291,2015-2024,,36.29740751075424
proton_pump_inhibitors,exclude COVID years (t-1),exposure_lag1,1.0063979254298145,0.9608021994158922,1.05415743732183,1.046331681560825,0.02365523706782248,0.787464953607008,2351,294,2014-2024,,46.33168156082497
proton_pump_inhibitors,outcome years 2018-2024 (t-1),exposure_lag1,0.9474134246805704,0.8883435501575692,1.0104111152782695,1.0000109875145256,0.032845413995877926,0.10003881535769002,2058,294,2018-2024,,0.010987514525551125
