scenario,seed,log_irr_10pct,p,rejected_two_sided,detected_correct_direction
No effect,182,0.007395898921674269,0.6367249625390685,False,False
No effect,183,-0.008099070467254966,0.6319436343983803,False,False
No effect,184,-0.0025210742875051715,0.8830967005217537,False,False
No effect,185,0.010583437858532654,0.5360279922380522,False,False
No effect,186,-0.004257396094497391,0.7854405115040253,False,False
No effect,187,-0.0062434648613030825,0.6700928055331755,False,False
No effect,188,0.0023310503797734266,0.8824760139477141,False,False
No effect,189,0.025238384757440387,0.1461859145054615,False,False
No effect,190,0.02246896278467223,0.21736033928968146,False,False
No effect,191,0.015904851408299232,0.3473167303913228,False,False
No effect,192,0.022384060060322467,0.17355045190166074,False,False
No effect,193,0.025320199620284464,0.0663534894508631,False,False
No effect,194,-0.012493531027991472,0.499998969893362,False,False
No effect,195,0.004338759122486307,0.7905792854247198,False,False
No effect,196,0.01642003930296272,0.3609141543819119,False,False
No effect,197,-0.008368843221711116,0.5320028282130059,False,False
No effect,198,-0.005076845457195408,0.7445089208167623,False,False
No effect,199,0.00044975746275713546,0.977484225784966,False,False
No effect,200,0.0008985398637742678,0.9531947425631001,False,False
No effect,201,-0.007991695199358445,0.609463465091551,False,False
No effect,202,-0.003221732848910517,0.8228367978949332,False,False
No effect,204,0.005155294836450552,0.7753695072171158,False,False
No effect,203,0.00170181008823732,0.9047538203508434,False,False
No effect,205,-0.0005446013496120232,0.9745170407482961,False,False
No effect,206,-0.006390495214975796,0.6710008346750616,False,False
No effect,207,-0.012707338641476652,0.3550950570873014,False,False
No effect,208,-0.009448613938739333,0.5394530612594572,False,False
No effect,209,-0.006586923891917303,0.7046118614035783,False,False
No effect,210,0.005985634738324059,0.6881450575267638,False,False
No effect,211,0.018387920198648704,0.22548152419703926,False,False
No effect,212,0.018608455027271032,0.15391847739178224,False,False
No effect,213,0.008553190760153567,0.5547167487954603,False,False
No effect,214,0.027018379938041386,0.0548725620354334,False,False
No effect,215,0.0068861580969945034,0.705936771063802,False,False
No effect,216,0.0005589903242391862,0.9750419148237899,False,False
No effect,217,0.005929118381442416,0.6806708130578468,False,False
No effect,218,-0.03429728875475607,0.023955424516314158,True,False
No effect,219,-0.0016040724827381253,0.9229820776666602,False,False
No effect,220,-0.007136260562780949,0.7082497561419223,False,False
No effect,221,0.01344361155584369,0.27828966652386555,False,False
No effect,222,0.0022289848111590915,0.8862417671760504,False,False
No effect,223,0.0024158850997197797,0.8934722076901028,False,False
No effect,224,0.010938322306806563,0.5057584755968272,False,False
No effect,225,0.01125800283262618,0.4933754515595672,False,False
No effect,226,0.009755344051359695,0.4972274190458873,False,False
No effect,227,-0.004728468877988532,0.8041219066242409,False,False
No effect,228,-0.0041410818282859784,0.7974348893711303,False,False
No effect,229,-0.006553941484307316,0.6971691335662196,False,False
No effect,230,-0.023156149367949706,0.1725611854459731,False,False
No effect,231,0.018811363369817802,0.1832640201840916,False,False
No effect,232,-0.02127760655646804,0.15031618080626813,False,False
