,0
n_utla,140.0
median_pct_change_ocs,-9.47347773456757
median_pct_change_tb,-22.232185533148474
spearman_rho,-0.17059762524327043
spearman_p,0.043879598785258885
adj_tb_ratio_per_10pct_ocs_increase,0.9890844048087047
ci_low,0.9254283916032046
ci_high,1.057119025861106
p,0.7464073580272612
