date,items_ocs,items_other,items_prednisolone,items_dexamethasone,items_hydrocortisone,mg_prednisolone_tablets,items_prednisolone_tablets
2023-01-01,1250.2312651676023,9.520477139206465,1132.4763616347293,33.662241303106214,74.57218509056032,214794.64041109564,1129.594869640595
2023-02-01,1042.465518361355,8.785877743933515,934.5587301956272,30.532434020429207,68.58847640136517,176692.18376414283,931.665167319411
2023-03-01,1151.2379612135312,10.327501826971114,1029.0599416034868,34.531344813006605,77.31917297006693,195278.04337071383,1025.5214487417493
2023-04-01,983.216455867967,8.991082739326664,875.7304241633814,28.08032054606739,70.41462841919159,167259.2041381191,873.3317674525255
2023-05-01,1027.4251992872455,9.994690363854495,911.6016368874845,30.5100166679913,75.31885536791522,174072.6324978047,908.9046569480317
2023-06-01,1028.0925466252047,10.687903877703617,910.1255404500346,30.273772261530286,77.00533003593623,173512.84879007773,907.6975687398367
2023-07-01,960.3128193233301,10.334399473875084,842.333742266078,30.19272491040862,77.45195267296837,160581.4223158294,839.96612496629
2023-08-01,980.2556409344373,10.541328880994225,861.9334059437126,29.140833757552986,78.64007235217743,165139.0726848337,860.0744901030924
2023-09-01,971.4525190732438,10.453383882968591,853.2665126088726,30.10650432410898,77.62611825729364,161829.43771192912,850.6333359032815
2023-10-01,1099.5676882558819,10.474076823680505,977.199983355978,33.25872895922389,78.63489911699946,182627.88655529806,972.9717258038435
2023-11-01,1167.4939905544657,10.708596818415531,1042.201683367278,35.98157507456658,78.6021352942056,193020.74186227258,1037.5992284706033
2023-12-01,1238.1931469084464,11.006920047012292,1113.1060447166517,35.0383218604485,79.04186028433377,206733.69932132846,1110.2004109583538
2024-01-01,1222.9919991018164,11.223882675106134,1098.1557376000242,34.13063623444026,79.48174259224596,204292.56437394946,1095.911984830525
2024-02-01,1077.332346878377,10.582322947857746,959.7426389979246,32.08139891416016,74.92598601843426,178548.94460865454,957.6780451948115
2024-03-01,1072.9574555468214,11.259714468383304,952.8032150332459,32.453367053894596,76.44115899129748,176587.9635546299,950.9433743345737
2024-04-01,1071.077139537705,11.454229917602232,948.9316750834412,31.112234219806208,79.57900031685543,176847.09225850695,947.356782455116
2024-05-01,1054.6985974582974,11.807429022762914,929.522787058307,31.893708568422603,81.4746728088048,173621.501430627,927.144238495051
2024-06-01,955.7567785648071,11.389391434529257,838.1653644084846,29.72161938547792,76.48040333631533,156220.99992202318,836.0444635016501
2024-07-01,1017.7457809343123,12.083845713758231,889.0175041722711,33.37304974800865,83.27138130027434,165772.08129995016,886.5314602291835
2024-08-01,911.2775791767457,11.474705228046329,789.6883606562133,29.678962488719385,80.43555080376684,147864.4558336463,787.9786722341312
2024-09-01,937.3870125447108,11.283602330568087,815.731249265235,31.67189270527821,78.70026824362958,151352.96500411126,813.6137609101412
2024-10-01,1116.12452879059,12.247648197311014,981.980532416085,38.35537528940572,83.5409728877883,179977.49848695987,978.752258469399
2024-11-01,1106.4670073644575,11.561725297433744,976.8975365983376,38.52429660056952,79.4834488681163,177178.38278149243,972.2257532653429
2024-12-01,1229.8648783075519,11.66239557378389,1097.425451527518,37.365735284607666,83.41129592164235,199886.39018058713,1092.9618338507046
